T FAR_uniform FRR_uniform FAR_quadratic FRR_quadratic
55.300000 0.000000 0.554359 0.000000 0.690342
55.400000 0.000000 0.555385 0.000000 0.691527
55.500000 0.000000 0.556410 0.000000 0.692711
55.600000 0.000000 0.557436 0.000000 0.693894
55.700000 0.000000 0.558462 0.000000 0.695075
55.800000 0.000000 0.559487 0.000000 0.696256
55.900000 0.000000 0.560513 0.000000 0.697435
56.000000 0.000000 0.561538 0.000000 0.698613
56.100000 0.000000 0.562564 0.000000 0.699790
56.200000 0.000000 0.563590 0.000000 0.700966
56.300000 0.000000 0.564615 0.000000 0.702140
56.400000 0.000000 0.565641 0.000000 0.703313
56.500000 0.000000 0.566667 0.000000 0.704486
56.600000 0.000000 0.567692 0.000000 0.705657
56.700000 0.000000 0.568718 0.000000 0.706826
56.800000 0.000000 0.569744 0.000000 0.707995
56.900000 0.000000 0.570769 0.000000 0.709162
57.000000 0.000000 0.571795 0.000000 0.710328
57.100000 0.000000 0.572821 0.000000 0.711493
57.200000 0.000000 0.573846 0.000000 0.712656
57.300000 0.000000 0.574872 0.000000 0.713819
57.400000 0.000000 0.575897 0.000000 0.714980
57.500000 0.000000 0.576923 0.000000 0.716140
57.600000 0.000000 0.577949 0.000000 0.717298
57.700000 0.000000 0.578974 0.000000 0.718455
57.800000 0.000000 0.580000 0.000000 0.719611
57.900000 0.000000 0.581026 0.000000 0.720766
58.000000 0.000000 0.582051 0.000000 0.721919
58.100000 0.000000 0.583077 0.000000 0.723071
58.200000 0.000000 0.584103 0.000000 0.724222
58.300000 0.000000 0.585128 0.000000 0.725371
58.400000 0.000000 0.586154 0.000000 0.726519
58.500000 0.000000 0.587179 0.000000 0.727666
58.600000 0.000000 0.588205 0.000000 0.728811
58.700000 0.000000 0.589231 0.000000 0.729955
58.800000 0.000000 0.590256 0.000000 0.731097
58.900000 0.000000 0.591282 0.000000 0.732238
59.000000 0.000000 0.592308 0.000000 0.733378
59.100000 0.000000 0.593333 0.000000 0.734517
59.200000 0.000000 0.594359 0.000000 0.735654
59.300000 0.000000 0.595385 0.000000 0.736789
59.400000 0.000000 0.596410 0.000000 0.737924
59.500000 0.000000 0.597436 0.000000 0.739056
59.600000 0.000000 0.598462 0.000000 0.740188
59.700000 0.000000 0.599487 0.000000 0.741318
59.800000 0.000000 0.600513 0.000000 0.742446
59.900000 0.000000 0.601538 0.000000 0.743573
60.000000 0.000000 0.602564 0.000000 0.744699
60.100000 0.000000 0.603590 0.000000 0.745823
60.200000 0.000000 0.604615 0.000000 0.746945
60.300000 0.000000 0.605641 0.000000 0.748067
60.400000 0.000000 0.606667 0.000000 0.749186
60.500000 0.000000 0.607692 0.000000 0.750305
60.600000 0.000000 0.608718 0.000000 0.751421
60.700000 0.000000 0.609744 0.000000 0.752536
60.800000 0.000000 0.610769 0.000000 0.753650
60.900000 0.000000 0.611795 0.000000 0.754762
61.000000 0.000000 0.612821 0.000000 0.755873
61.100000 0.000000 0.613846 0.000000 0.756982
61.200000 0.000000 0.614872 0.000000 0.758090
61.300000 0.000000 0.615897 0.000000 0.759196
61.400000 0.000000 0.616923 0.000000 0.760300
61.500000 0.000000 0.617949 0.000000 0.761403
61.600000 0.000000 0.618974 0.000000 0.762504
61.700000 0.000000 0.620000 0.000000 0.763604
61.800000 0.000000 0.621026 0.000000 0.764702
61.900000 0.000000 0.622051 0.000000 0.765799
62.000000 0.000000 0.623077 0.000000 0.766894
62.100000 0.000000 0.624103 0.000000 0.767987
62.200000 0.000000 0.625128 0.000000 0.769079
62.300000 0.000000 0.626154 0.000000 0.770169
62.400000 0.000000 0.627179 0.000000 0.771257
62.500000 0.000000 0.628205 0.000000 0.772344
62.600000 0.000000 0.629231 0.000000 0.773429
62.700000 0.000000 0.630256 0.000000 0.774513
62.800000 0.000000 0.631282 0.000000 0.775595
62.900000 0.000000 0.632308 0.000000 0.776675
63.000000 0.000000 0.633333 0.000000 0.777753
63.100000 0.000000 0.634359 0.000000 0.778830
63.200000 0.000000 0.635385 0.000000 0.779906
63.300000 0.000000 0.636410 0.000000 0.780979
63.400000 0.000000 0.637436 0.000000 0.782051
63.500000 0.000000 0.638462 0.000000 0.783121
63.600000 0.000000 0.639487 0.000000 0.784189
63.700000 0.000000 0.640513 0.000000 0.785256
63.800000 0.000000 0.641538 0.000000 0.786321
63.900000 0.000000 0.642564 0.000000 0.787384
64.000000 0.000000 0.643590 0.000000 0.788445
64.100000 0.000000 0.644615 0.000000 0.789505
64.200000 0.000000 0.645641 0.000000 0.790563
64.300000 0.000000 0.646667 0.000000 0.791619
64.400000 0.000000 0.647692 0.000000 0.792673
64.500000 0.000000 0.648718 0.000000 0.793726
64.600000 0.000000 0.649744 0.000000 0.794777
64.700000 0.000000 0.650769 0.000000 0.795826
64.800000 0.000000 0.651795 0.000000 0.796873
64.900000 0.000000 0.652821 0.000000 0.797918
65.000000 0.000000 0.653846 0.000000 0.798962
65.100000 0.000000 0.654872 0.000000 0.800003
65.200000 0.000000 0.655897 0.000000 0.801043
65.300000 0.000000 0.656923 0.000000 0.802081
65.400000 0.000000 0.657949 0.000000 0.803117
65.500000 0.000000 0.658974 0.000000 0.804152
65.600000 0.000000 0.660000 0.000000 0.805184
65.700000 0.000000 0.661026 0.000000 0.806215
65.800000 0.000000 0.662051 0.000000 0.807244
65.900000 0.000000 0.663077 0.000000 0.808270
66.000000 0.000000 0.664103 0.000000 0.809295
66.100000 0.000000 0.665128 0.000000 0.810318
66.200000 0.000000 0.666154 0.000000 0.811339
66.300000 0.000000 0.667179 0.000000 0.812359
66.400000 0.000000 0.668205 0.000000 0.813376
66.500000 0.000000 0.669231 0.000000 0.814391
66.600000 0.000000 0.670256 0.000000 0.815405
66.700000 0.000000 0.671282 0.000000 0.816416
66.800000 0.000000 0.672308 0.000000 0.817426
66.900000 0.000000 0.673333 0.000000 0.818433
67.000000 0.000000 0.674359 0.000000 0.819439
67.100000 0.000000 0.675385 0.000000 0.820443
67.200000 0.000000 0.676410 0.000000 0.821444
67.300000 0.000000 0.677436 0.000000 0.822444
67.400000 0.000000 0.678462 0.000000 0.823442
67.500000 0.000000 0.679487 0.000000 0.824437
67.600000 0.000000 0.680513 0.000000 0.825431
67.700000 0.000000 0.681538 0.000000 0.826422
67.800000 0.000000 0.682564 0.000000 0.827412
67.900000 0.000000 0.683590 0.000000 0.828400
68.000000 0.000000 0.684615 0.000000 0.829385
68.100000 0.000000 0.685641 0.000000 0.830369
68.200000 0.000000 0.686667 0.000000 0.831350
68.300000 0.000000 0.687692 0.000000 0.832330
68.400000 0.000000 0.688718 0.000000 0.833307
68.500000 0.000000 0.689744 0.000000 0.834282
68.600000 0.000000 0.690769 0.000000 0.835255
68.700000 0.000000 0.691795 0.000000 0.836226
68.800000 0.000000 0.692821 0.000000 0.837195
68.900000 0.000000 0.693846 0.000000 0.838162
69.000000 0.000000 0.694872 0.000000 0.839127
69.100000 0.000000 0.695897 0.000000 0.840090
69.200000 0.000000 0.696923 0.000000 0.841050
69.300000 0.000000 0.697949 0.000000 0.842008
69.400000 0.000000 0.698974 0.000000 0.842965
69.500000 0.000000 0.700000 0.000000 0.843919
69.600000 0.000000 0.701026 0.000000 0.844871
69.700000 0.000000 0.702051 0.000000 0.845820
69.800000 0.000000 0.703077 0.000000 0.846768
69.900000 0.000000 0.704103 0.000000 0.847713
70.000000 0.000000 0.705128 0.000000 0.848657
70.100000 0.000000 0.706154 0.000000 0.849598
70.200000 0.000000 0.707179 0.000000 0.850537
70.300000 0.000000 0.708205 0.000000 0.851473
70.400000 0.000000 0.709231 0.000000 0.852408
70.500000 0.000000 0.710256 0.000000 0.853340
70.600000 0.000000 0.711282 0.000000 0.854270
70.700000 0.000000 0.712308 0.000000 0.855197
70.800000 0.000000 0.713333 0.000000 0.856123
70.900000 0.000000 0.714359 0.000000 0.857046
71.000000 0.000000 0.715385 0.000000 0.857967
71.100000 0.000000 0.716410 0.000000 0.858886
71.200000 0.000000 0.717436 0.000000 0.859802
71.300000 0.000000 0.718462 0.000000 0.860716
71.400000 0.000000 0.719487 0.000000 0.861628
71.500000 0.000000 0.720513 0.000000 0.862538
71.600000 0.000000 0.721538 0.000000 0.863445
71.700000 0.000000 0.722564 0.000000 0.864350
71.800000 0.000000 0.723590 0.000000 0.865253
71.900000 0.000000 0.724615 0.000000 0.866153
72.000000 0.000000 0.725641 0.000000 0.867051
72.100000 0.000000 0.726667 0.000000 0.867947
72.200000 0.000000 0.727692 0.000000 0.868840
72.300000 0.000000 0.728718 0.000000 0.869731
72.400000 0.000000 0.729744 0.000000 0.870620
72.500000 0.000000 0.730769 0.000000 0.871506
72.600000 0.000000 0.731795 0.000000 0.872390
72.700000 0.000000 0.732821 0.000000 0.873271
72.800000 0.000000 0.733846 0.000000 0.874150
72.900000 0.000000 0.734872 0.000000 0.875027
73.000000 0.000000 0.735897 0.000000 0.875901
73.100000 0.000000 0.736923 0.000000 0.876773
73.200000 0.000000 0.737949 0.000000 0.877643
73.300000 0.000000 0.738974 0.000000 0.878510
73.400000 0.000000 0.740000 0.000000 0.879374
73.500000 0.000000 0.741026 0.000000 0.880236
73.600000 0.000000 0.742051 0.000000 0.881096
73.700000 0.000000 0.743077 0.000000 0.881953
73.800000 0.000000 0.744103 0.000000 0.882808
73.900000 0.000000 0.745128 0.000000 0.883660
74.000000 0.000000 0.746154 0.000000 0.884510
74.100000 0.000000 0.747179 0.000000 0.885358
74.200000 0.000000 0.748205 0.000000 0.886202
74.300000 0.000000 0.749231 0.000000 0.887045
74.400000 0.000000 0.750256 0.000000 0.887885
74.500000 0.000000 0.751282 0.000000 0.888722
74.600000 0.000000 0.752308 0.000000 0.889557
74.700000 0.000000 0.753333 0.000000 0.890389
74.800000 0.000000 0.754359 0.000000 0.891219
74.900000 0.000000 0.755385 0.000000 0.892046
75.000000 0.000000 0.756410 0.000000 0.892871
75.100000 0.000000 0.757436 0.000000 0.893693
75.200000 0.000000 0.758462 0.000000 0.894512
75.300000 0.000000 0.759487 0.000000 0.895329
75.400000 0.000000 0.760513 0.000000 0.896144
75.500000 0.000000 0.761538 0.000000 0.896956
75.600000 0.000000 0.762564 0.000000 0.897765
75.700000 0.000000 0.763590 0.000000 0.898571
75.800000 0.000000 0.764615 0.000000 0.899375
75.900000 0.000000 0.765641 0.000000 0.900177
76.000000 0.000000 0.766667 0.000000 0.900976
76.100000 0.000000 0.767692 0.000000 0.901772
76.200000 0.000000 0.768718 0.000000 0.902565
76.300000 0.000000 0.769744 0.000000 0.903356
76.400000 0.000000 0.770769 0.000000 0.904144
76.500000 0.000000 0.771795 0.000000 0.904930
76.600000 0.000000 0.772821 0.000000 0.905713
76.700000 0.000000 0.773846 0.000000 0.906493
76.800000 0.000000 0.774872 0.000000 0.907270
76.900000 0.000000 0.775897 0.000000 0.908045
77.000000 0.000000 0.776923 0.000000 0.908817
77.100000 0.000000 0.777949 0.000000 0.909587
77.200000 0.000000 0.778974 0.000000 0.910353
77.300000 0.000000 0.780000 0.000000 0.911117
77.400000 0.000000 0.781026 0.000000 0.911879
77.500000 0.000000 0.782051 0.000000 0.912637
77.600000 0.000000 0.783077 0.000000 0.913393
77.700000 0.000000 0.784103 0.000000 0.914146
77.800000 0.000000 0.785128 0.000000 0.914896
77.900000 0.000000 0.786154 0.000000 0.915644
78.000000 0.000000 0.787179 0.000000 0.916389
78.100000 0.000000 0.788205 0.000000 0.917131
78.200000 0.000000 0.789231 0.000000 0.917870
78.300000 0.000000 0.790256 0.000000 0.918606
78.400000 0.000000 0.791282 0.000000 0.919340
78.500000 0.000000 0.792308 0.000000 0.920071
78.600000 0.000000 0.793333 0.000000 0.920799
78.700000 0.000000 0.794359 0.000000 0.921524
78.800000 0.000000 0.795385 0.000000 0.922246
78.900000 0.000000 0.796410 0.000000 0.922966
79.000000 0.000000 0.797436 0.000000 0.923682
79.100000 0.000000 0.798462 0.000000 0.924396
79.200000 0.000000 0.799487 0.000000 0.925107
79.300000 0.000000 0.800513 0.000000 0.925815
79.400000 0.000000 0.801538 0.000000 0.926520
79.500000 0.000000 0.802564 0.000000 0.927223
79.600000 0.000000 0.803590 0.000000 0.927922
79.700000 0.000000 0.804615 0.000000 0.928619
79.800000 0.000000 0.805641 0.000000 0.929313
79.900000 0.000000 0.806667 0.000000 0.930003
80.000000 0.000000 0.807692 0.000000 0.930691
80.100000 0.000000 0.808718 0.000000 0.931376
80.200000 0.000000 0.809744 0.000000 0.932058
80.300000 0.000000 0.810769 0.000000 0.932737
80.400000 0.000000 0.811795 0.000000 0.933413
80.500000 0.000000 0.812821 0.000000 0.934086
80.600000 0.000000 0.813846 0.000000 0.934757
80.700000 0.000000 0.814872 0.000000 0.935424
80.800000 0.000000 0.815897 0.000000 0.936088
80.900000 0.000000 0.816923 0.000000 0.936749
81.000000 0.000000 0.817949 0.000000 0.937408
81.100000 0.000000 0.818974 0.000000 0.938063
81.200000 0.000000 0.820000 0.000000 0.938715
81.300000 0.000000 0.821026 0.000000 0.939364
81.400000 0.000000 0.822051 0.000000 0.940011
81.500000 0.000000 0.823077 0.000000 0.940654
81.600000 0.000000 0.824103 0.000000 0.941294
81.700000 0.000000 0.825128 0.000000 0.941931
81.800000 0.000000 0.826154 0.000000 0.942565
81.900000 0.000000 0.827179 0.000000 0.943196
82.000000 0.000000 0.828205 0.000000 0.943824
82.100000 0.000000 0.829231 0.000000 0.944449
82.200000 0.000000 0.830256 0.000000 0.945071
82.300000 0.000000 0.831282 0.000000 0.945690
82.400000 0.000000 0.832308 0.000000 0.946306
82.500000 0.000000 0.833333 0.000000 0.946918
82.600000 0.000000 0.834359 0.000000 0.947528
82.700000 0.000000 0.835385 0.000000 0.948134
82.800000 0.000000 0.836410 0.000000 0.948737
82.900000 0.000000 0.837436 0.000000 0.949338
83.000000 0.000000 0.838462 0.000000 0.949935
83.100000 0.000000 0.839487 0.000000 0.950528
83.200000 0.000000 0.840513 0.000000 0.951119
83.300000 0.000000 0.841538 0.000000 0.951707
83.400000 0.000000 0.842564 0.000000 0.952291
83.500000 0.000000 0.843590 0.000000 0.952872
83.600000 0.000000 0.844615 0.000000 0.953450
83.700000 0.000000 0.845641 0.000000 0.954025
83.800000 0.000000 0.846667 0.000000 0.954597
83.900000 0.000000 0.847692 0.000000 0.955165
84.000000 0.000000 0.848718 0.000000 0.955730
84.100000 0.000000 0.849744 0.000000 0.956292
84.200000 0.000000 0.850769 0.000000 0.956851
84.300000 0.000000 0.851795 0.000000 0.957407
84.400000 0.000000 0.852821 0.000000 0.957959
84.500000 0.000000 0.853846 0.000000 0.958508
84.600000 0.000000 0.854872 0.000000 0.959054
84.700000 0.000000 0.855897 0.000000 0.959597
84.800000 0.000000 0.856923 0.000000 0.960136
84.900000 0.000000 0.857949 0.000000 0.960672
85.000000 0.000000 0.858974 0.000000 0.961205
85.100000 0.000000 0.860000 0.000000 0.961734
85.200000 0.000000 0.861026 0.000000 0.962260
85.300000 0.000000 0.862051 0.000000 0.962783
85.400000 0.000000 0.863077 0.000000 0.963303
85.500000 0.000000 0.864103 0.000000 0.963819
85.600000 0.000000 0.865128 0.000000 0.964332
85.700000 0.000000 0.866154 0.000000 0.964842
85.800000 0.000000 0.867179 0.000000 0.965348
85.900000 0.000000 0.868205 0.000000 0.965851
86.000000 0.000000 0.869231 0.000000 0.966350
86.100000 0.000000 0.870256 0.000000 0.966846
86.200000 0.000000 0.871282 0.000000 0.967339
86.300000 0.000000 0.872308 0.000000 0.967829
86.400000 0.000000 0.873333 0.000000 0.968315
86.500000 0.000000 0.874359 0.000000 0.968797
86.600000 0.000000 0.875385 0.000000 0.969277
86.700000 0.000000 0.876410 0.000000 0.969753
86.800000 0.000000 0.877436 0.000000 0.970225
86.900000 0.000000 0.878462 0.000000 0.970694
87.000000 0.000000 0.879487 0.000000 0.971160
87.100000 0.000000 0.880513 0.000000 0.971622
87.200000 0.000000 0.881538 0.000000 0.972081
87.300000 0.000000 0.882564 0.000000 0.972536
87.400000 0.000000 0.883590 0.000000 0.972988
87.500000 0.000000 0.884615 0.000000 0.973436
87.600000 0.000000 0.885641 0.000000 0.973881
87.700000 0.000000 0.886667 0.000000 0.974322
87.800000 0.000000 0.887692 0.000000 0.974760
87.900000 0.000000 0.888718 0.000000 0.975195
88.000000 0.000000 0.889744 0.000000 0.975626
88.100000 0.000000 0.890769 0.000000 0.976053
88.200000 0.000000 0.891795 0.000000 0.976477
88.300000 0.000000 0.892821 0.000000 0.976898
88.400000 0.000000 0.893846 0.000000 0.977314
88.500000 0.000000 0.894872 0.000000 0.977728
88.600000 0.000000 0.895897 0.000000 0.978138
88.700000 0.000000 0.896923 0.000000 0.978544
88.800000 0.000000 0.897949 0.000000 0.978947
88.900000 0.000000 0.898974 0.000000 0.979346
89.000000 0.000000 0.900000 0.000000 0.979741
89.100000 0.000000 0.901026 0.000000 0.980133
89.200000 0.000000 0.902051 0.000000 0.980522
89.300000 0.000000 0.903077 0.000000 0.980906
89.400000 0.000000 0.904103 0.000000 0.981288
89.500000 0.000000 0.905128 0.000000 0.981665
89.600000 0.000000 0.906154 0.000000 0.982039
89.700000 0.000000 0.907179 0.000000 0.982409
89.800000 0.000000 0.908205 0.000000 0.982776
89.900000 0.000000 0.909231 0.000000 0.983139
90.000000 0.000000 0.910256 0.000000 0.983499
90.100000 0.000000 0.911282 0.000000 0.983854
90.200000 0.000000 0.912308 0.000000 0.984206
90.300000 0.000000 0.913333 0.000000 0.984555
90.400000 0.000000 0.914359 0.000000 0.984900
90.500000 0.000000 0.915385 0.000000 0.985241
90.600000 0.000000 0.916410 0.000000 0.985578
90.700000 0.000000 0.917436 0.000000 0.985912
90.800000 0.000000 0.918462 0.000000 0.986242
90.900000 0.000000 0.919487 0.000000 0.986568
91.000000 0.000000 0.920513 0.000000 0.986891
91.100000 0.000000 0.921538 0.000000 0.987210
91.200000 0.000000 0.922564 0.000000 0.987525
91.300000 0.000000 0.923590 0.000000 0.987836
91.400000 0.000000 0.924615 0.000000 0.988144
91.500000 0.000000 0.925641 0.000000 0.988447
91.600000 0.000000 0.926667 0.000000 0.988748
91.700000 0.000000 0.927692 0.000000 0.989044
91.800000 0.000000 0.928718 0.000000 0.989336
91.900000 0.000000 0.929744 0.000000 0.989625
92.000000 0.000000 0.930769 0.000000 0.989910
92.100000 0.000000 0.931795 0.000000 0.990191
92.200000 0.000000 0.932821 0.000000 0.990469
92.300000 0.000000 0.933846 0.000000 0.990742
92.400000 0.000000 0.934872 0.000000 0.991012
92.500000 0.000000 0.935897 0.000000 0.991278
92.600000 0.000000 0.936923 0.000000 0.991540
92.700000 0.000000 0.937949 0.000000 0.991798
92.800000 0.000000 0.938974 0.000000 0.992053
92.900000 0.000000 0.940000 0.000000 0.992303
93.000000 0.000000 0.941026 0.000000 0.992550
93.100000 0.000000 0.942051 0.000000 0.992792
93.200000 0.000000 0.943077 0.000000 0.993031
93.300000 0.000000 0.944103 0.000000 0.993266
93.400000 0.000000 0.945128 0.000000 0.993498
93.500000 0.000000 0.946154 0.000000 0.993725
93.600000 0.000000 0.947179 0.000000 0.993948
93.700000 0.000000 0.948205 0.000000 0.994167
93.800000 0.000000 0.949231 0.000000 0.994383
93.900000 0.000000 0.950256 0.000000 0.994594
94.000000 0.000000 0.951282 0.000000 0.994802
94.100000 0.000000 0.952308 0.000000 0.995006
94.200000 0.000000 0.953333 0.000000 0.995205
94.300000 0.000000 0.954359 0.000000 0.995401
94.400000 0.000000 0.955385 0.000000 0.995593
94.500000 0.000000 0.956410 0.000000 0.995781
94.600000 0.000000 0.957436 0.000000 0.995965
94.700000 0.000000 0.958462 0.000000 0.996144
94.800000 0.000000 0.959487 0.000000 0.996320
94.900000 0.000000 0.960513 0.000000 0.996492
95.000000 0.000000 0.961538 0.000000 0.996660
95.100000 0.000000 0.962564 0.000000 0.996824
95.200000 0.000000 0.963590 0.000000 0.996983
95.300000 0.000000 0.964615 0.000000 0.997139
95.400000 0.000000 0.965641 0.000000 0.997291
95.500000 0.000000 0.966667 0.000000 0.997439
95.600000 0.000000 0.967692 0.000000 0.997582
95.700000 0.000000 0.968718 0.000000 0.997722
95.800000 0.000000 0.969744 0.000000 0.997857
95.900000 0.000000 0.970769 0.000000 0.997989
96.000000 0.000000 0.971795 0.000000 0.998116
96.100000 0.000000 0.972821 0.000000 0.998239
96.200000 0.000000 0.973846 0.000000 0.998358
96.300000 0.000000 0.974872 0.000000 0.998473
96.400000 0.000000 0.975897 0.000000 0.998584
96.500000 0.000000 0.976923 0.000000 0.998691
96.600000 0.000000 0.977949 0.000000 0.998794
96.700000 0.000000 0.978974 0.000000 0.998892
96.800000 0.000000 0.980000 0.000000 0.998986
96.900000 0.000000 0.981026 0.000000 0.999077
97.000000 0.000000 0.982051 0.000000 0.999163
97.100000 0.000000 0.983077 0.000000 0.999245
97.200000 0.000000 0.984103 0.000000 0.999322
97.300000 0.000000 0.985128 0.000000 0.999396
97.400000 0.000000 0.986154 0.000000 0.999465
97.500000 0.000000 0.987179 0.000000 0.999531
97.600000 0.000000 0.988205 0.000000 0.999591
97.700000 0.000000 0.989231 0.000000 0.999648
97.800000 0.000000 0.990256 0.000000 0.999701
97.900000 0.000000 0.991282 0.000000 0.999749
98.000000 0.000000 0.992308 0.000000 0.999793
98.100000 0.000000 0.993333 0.000000 0.999833
98.200000 0.000000 0.994359 0.000000 0.999869
98.300000 0.000000 0.995385 0.000000 0.999900
98.400000 0.000000 0.996410 0.000000 0.999927
98.500000 0.000000 0.997436 0.000000 0.999950
98.600000 0.000000 0.998462 0.000000 0.999969
98.700000 0.000000 0.999487 0.000000 0.999983
98.800000 0.000000 1.000000 0.000000 0.999993
98.900000 0.000000 1.000000 0.000000 0.999999
99.000000 0.000000 1.000000 0.000000 1.000000
99.100000 0.000000 1.000000 0.000000 1.000000
99.200000 0.000000 1.000000 0.000000 1.000000
99.300000 0.000000 1.000000 0.000000 1.000000
99.400000 0.000000 1.000000 0.000000 1.000000
99.500000 0.000000 1.000000 0.000000 1.000000
99.600000 0.000000 1.000000 0.000000 1.000000
99.700000 0.000000 1.000000 0.000000 1.000000
99.800000 0.000000 1.000000 0.000000 1.000000
99.900000 0.000000 1.000000 0.000000 1.000000
100.000000 0.000000 1.000000 0.000000 1.000000
