score genuine_cdf impostor_cdf
5.7199963124 0.0857142857 0.6738636364
5.7260575906 0.0857142857 0.6750000000
5.7629018283 0.0857142857 0.6761363636
5.8291676405 0.0857142857 0.6772727273
5.8700357676 0.0857142857 0.6784090909
5.8774736494 0.0877551020 0.6784090909
5.8995103483 0.0877551020 0.6795454545
5.8995610234 0.0877551020 0.6806818182
5.9042472870 0.0877551020 0.6818181818
5.9158178207 0.0877551020 0.6829545455
5.9307084137 0.0877551020 0.6840909091
5.9389321846 0.0897959184 0.6840909091
5.9389817063 0.0897959184 0.6852272727
5.9463236971 0.0897959184 0.6863636364
5.9933585026 0.0897959184 0.6875000000
6.0051085218 0.0897959184 0.6886363636
6.0405485171 0.0897959184 0.6897727273
6.0658689572 0.0918367347 0.6897727273
6.0689537764 0.0918367347 0.6909090909
6.0777173658 0.0918367347 0.6920454545
6.0801779779 0.0938775510 0.6920454545
6.1395694294 0.0938775510 0.6931818182
6.1457965590 0.0938775510 0.6943181818
6.1458261762 0.0959183673 0.6943181818
6.1581035431 0.0959183673 0.6954545455
6.1758111017 0.0959183673 0.6965909091
6.1817298583 0.0959183673 0.6977272727
6.1835619023 0.0979591837 0.6977272727
6.2047281175 0.0979591837 0.6988636364
6.2439703213 0.0979591837 0.7000000000
6.2493370538 0.0979591837 0.7011363636
6.2515336080 0.0979591837 0.7022727273
6.2614891306 0.1000000000 0.7022727273
6.2978615138 0.1000000000 0.7034090909
6.3393116854 0.1000000000 0.7045454545
6.3454907482 0.1000000000 0.7056818182
6.3459460560 0.1020408163 0.7056818182
