T P_and P_or
94.000000 0.063727 0.802683
94.100000 0.062579 0.802635
94.200000 0.061423 0.802586
94.300000 0.060259 0.802537
94.400000 0.059088 0.802488
94.500000 0.057909 0.802438
94.600000 0.056722 0.802388
94.700000 0.055528 0.802338
94.800000 0.054327 0.802287
94.900000 0.053117 0.802237
95.000000 0.051900 0.802185
95.100000 0.050676 0.802134
95.200000 0.049444 0.802082
95.300000 0.048204 0.802030
95.400000 0.046957 0.801977
95.500000 0.045702 0.801924
95.600000 0.044439 0.801871
95.700000 0.043169 0.801818
95.800000 0.041891 0.801764
95.900000 0.040606 0.801710
96.000000 0.039313 0.801655
96.100000 0.038013 0.801601
96.200000 0.036704 0.801545
96.300000 0.035389 0.801490
96.400000 0.034065 0.801434
96.500000 0.032734 0.801378
96.600000 0.031396 0.801322
96.700000 0.030050 0.801265
96.800000 0.028696 0.801208
96.900000 0.027334 0.801151
97.000000 0.025965 0.801093
97.100000 0.024589 0.801035
97.200000 0.023205 0.800977
97.300000 0.021813 0.800918
97.400000 0.020413 0.800860
97.500000 0.019006 0.800800
97.600000 0.017592 0.800741
97.700000 0.016169 0.800681
97.800000 0.014740 0.800621
97.900000 0.013302 0.800560
98.000000 0.011859 0.800499
98.100000 0.010409 0.800438
98.200000 0.008958 0.800377
98.300000 0.007513 0.800316
98.400000 0.006087 0.800256
98.500000 0.004705 0.800198
98.600000 0.003398 0.800143
98.700000 0.002208 0.800093
98.800000 0.001174 0.800049
98.900000 0.000325 0.800014
99.000000 0.000000 0.800000
