T FAR FRR
94.350000 0.000000 0.998132
94.450000 0.000000 0.998203
94.550000 0.000000 0.998273
94.650000 0.000000 0.998341
94.750000 0.000000 0.998407
94.850000 0.000000 0.998471
94.950000 0.000000 0.998534
95.050000 0.000000 0.998595
95.150000 0.000000 0.998655
95.250000 0.000000 0.998713
95.350000 0.000000 0.998769
95.450000 0.000000 0.998824
95.550000 0.000000 0.998877
95.650000 0.000000 0.998928
95.750000 0.000000 0.998978
95.850000 0.000000 0.999026
95.950000 0.000000 0.999073
96.050000 0.000000 0.999119
96.150000 0.000000 0.999165
96.250000 0.000000 0.999210
96.350000 0.000000 0.999256
96.450000 0.000000 0.999302
96.550000 0.000000 0.999349
96.650000 0.000000 0.999397
96.750000 0.000000 0.999447
96.850000 0.000000 0.999498
96.950000 0.000000 0.999551
97.050000 0.000000 0.999606
97.150000 0.000000 0.999662
97.250000 0.000000 0.999720
97.350000 0.000000 0.999780
97.450000 0.000000 0.999841
97.550000 0.000000 0.999904
97.650000 0.000000 0.999968
97.750000 0.000000 1.000000
97.850000 0.000000 1.000000
97.950000 0.000000 1.000000
98.050000 0.000000 1.000000
98.150000 0.000000 1.000000
98.250000 0.000000 1.000000
98.350000 0.000000 1.000000
98.450000 0.000000 1.000000
98.550000 0.000000 1.000000
98.650000 0.000000 1.000000
98.750000 0.000000 1.000000
