s PU PA FAR FRR Ps
0.775776 0.000000 0.117804 0.989128 0.000000 0.010872
0.780781 0.000000 0.120935 0.988523 0.000000 0.011477
0.785786 0.000000 0.124055 0.987902 0.000000 0.012098
0.790791 0.000000 0.127162 0.987266 0.000000 0.012734
0.795796 0.000000 0.130257 0.986614 0.000000 0.013386
0.800801 0.000000 0.133339 0.985946 0.000000 0.014054
0.805806 0.000000 0.136409 0.985264 0.000000 0.014736
0.810811 0.000000 0.139467 0.984566 0.000000 0.015434
0.815816 0.000000 0.142512 0.983852 0.000000 0.016148
0.820821 0.000000 0.145546 0.983124 0.000000 0.016876
0.825826 0.000000 0.148566 0.982380 0.000000 0.017620
0.830831 0.000000 0.151575 0.981622 0.000000 0.018378
0.835836 0.000000 0.154571 0.980848 0.000000 0.019152
0.840841 0.000000 0.157555 0.980059 0.000000 0.019941
0.845846 0.000000 0.160526 0.979256 0.000000 0.020744
0.850851 0.000000 0.163486 0.978438 0.000000 0.021562
0.855856 0.000000 0.166432 0.977605 0.000000 0.022395
0.860861 0.000000 0.169367 0.976757 0.000000 0.023243
0.865866 0.000000 0.172289 0.975895 0.000000 0.024105
0.870871 0.000000 0.175199 0.975018 0.000000 0.024982
0.875876 0.000000 0.178096 0.974126 0.000000 0.025874
0.880881 0.000000 0.180982 0.973221 0.000000 0.026779
0.885886 0.000000 0.183855 0.972300 0.000000 0.027700
0.890891 0.000000 0.186715 0.971366 0.000000 0.028634
0.895896 0.000000 0.189563 0.970417 0.000000 0.029583
0.900901 0.000000 0.192399 0.969454 0.000000 0.030546
0.905906 0.000000 0.195223 0.968477 0.000000 0.031523
0.910911 0.000000 0.198034 0.967486 0.000000 0.032514
0.915916 0.000000 0.200833 0.966481 0.000000 0.033519
0.920921 0.000000 0.203620 0.965462 0.000000 0.034538
0.925926 0.000000 0.206394 0.964429 0.000000 0.035571
0.930931 0.000000 0.209156 0.963382 0.000000 0.036618
0.935936 0.000000 0.211906 0.962321 0.000000 0.037679
0.940941 0.000000 0.214643 0.961247 0.000000 0.038753
0.945946 0.000000 0.217368 0.960159 0.000000 0.039841
0.950951 0.000000 0.220081 0.959058 0.000000 0.040942
0.955956 0.000000 0.222781 0.957943 0.000000 0.042057
0.960961 0.000000 0.225469 0.956814 0.000000 0.043186
0.965966 0.000000 0.228145 0.955672 0.000000 0.044328
0.970971 0.000000 0.230808 0.954517 0.000000 0.045483
0.975976 0.000000 0.233459 0.953349 0.000000 0.046651
0.980981 0.000000 0.236098 0.952167 0.000000 0.047833
0.985986 0.000000 0.238724 0.950972 0.000000 0.049028
0.990991 0.000000 0.241338 0.949764 0.000000 0.050236
0.995996 0.000000 0.243940 0.948543 0.000000 0.051457
1.001001 0.000000 0.246529 0.947309 0.000000 0.052691
1.006006 0.000000 0.249107 0.946063 0.000000 0.053937
1.011011 0.000000 0.251671 0.944803 0.000000 0.055197
1.016016 0.000000 0.254224 0.943531 0.000000 0.056469
1.021021 0.000000 0.256764 0.942245 0.000000 0.057755
1.026026 0.000000 0.259292 0.940948 0.000000 0.059052
1.031031 0.000000 0.261807 0.939637 0.000000 0.060363
1.036036 0.000000 0.264310 0.938314 0.000000 0.061686
1.041041 0.000000 0.266801 0.936979 0.000000 0.063021
1.046046 0.000000 0.269280 0.935631 0.000000 0.064369
1.051051 0.000000 0.271746 0.934271 0.000000 0.065729
1.056056 0.000000 0.274200 0.932899 0.000000 0.067101
1.061061 0.000000 0.276641 0.931514 0.000000 0.068486
1.066066 0.000000 0.279070 0.930118 0.000000 0.069882
1.071071 0.000000 0.281487 0.928709 0.000000 0.071291
1.076076 0.000000 0.283892 0.927288 0.000000 0.072712
1.081081 0.000000 0.286284 0.925855 0.000000 0.074145
1.086086 0.000000 0.288664 0.924410 0.000000 0.075590
1.091091 0.000000 0.291031 0.922954 0.000000 0.077046
1.096096 0.000000 0.293387 0.921485 0.000000 0.078515
1.101101 0.000000 0.295729 0.920005 0.000000 0.079995
1.106106 0.000000 0.298060 0.918513 0.000000 0.081487
1.111111 0.000000 0.300378 0.917010 0.000000 0.082990
1.116116 0.000000 0.302684 0.915495 0.000000 0.084505
1.121121 0.000000 0.304978 0.913969 0.000000 0.086031
1.126126 0.000000 0.307259 0.912431 0.000000 0.087569
1.131131 0.000000 0.309528 0.910882 0.000000 0.089118
1.136136 0.000000 0.311785 0.909321 0.000000 0.090679
1.141141 0.000000 0.314029 0.907749 0.000000 0.092251
1.146146 0.000000 0.316261 0.906166 0.000000 0.093834
1.151151 0.000000 0.318481 0.904572 0.000000 0.095428
1.156156 0.000000 0.320688 0.902967 0.000000 0.097033
1.161161 0.000000 0.322883 0.901351 0.000000 0.098649
1.166166 0.000000 0.325066 0.899724 0.000000 0.100276
1.171171 0.000000 0.327236 0.898087 0.000000 0.101913
1.176176 0.000000 0.329394 0.896438 0.000000 0.103562
1.181181 0.000000 0.331540 0.894779 0.000000 0.105221
1.186186 0.000000 0.333673 0.893109 0.000000 0.106891
1.191191 0.000000 0.335794 0.891428 0.000000 0.108572
1.196196 0.000000 0.337903 0.889737 0.000000 0.110263
1.201201 0.000000 0.339999 0.888035 0.000000 0.111965
1.206206 0.000000 0.342083 0.886323 0.000000 0.113677
1.211211 0.000000 0.344155 0.884600 0.000000 0.115400
1.216216 0.000000 0.346215 0.882868 0.000000 0.117132
1.221221 0.000000 0.348262 0.881125 0.000000 0.118875
1.226226 0.000000 0.350296 0.879371 0.000000 0.120629
1.231231 0.000000 0.352319 0.877608 0.000000 0.122392
1.236236 0.000000 0.354329 0.875835 0.000000 0.124165
1.241241 0.000000 0.356327 0.874051 0.000000 0.125949
1.246246 0.000000 0.358312 0.872258 0.000000 0.127742
1.251251 0.000000 0.360285 0.870455 0.000000 0.129545
1.256256 0.000000 0.362246 0.868642 0.000000 0.131358
1.261261 0.000000 0.364195 0.866819 0.000000 0.133181
1.266266 0.000000 0.366131 0.864986 0.000000 0.135014
1.271271 0.000000 0.368055 0.863144 0.000000 0.136856
1.276276 0.000000 0.369966 0.861292 0.000000 0.138708
1.281281 0.000000 0.371866 0.859431 0.000000 0.140569
1.286286 0.000000 0.373752 0.857561 0.000000 0.142439
1.291291 0.000000 0.375627 0.855681 0.000000 0.144319
1.296296 0.000000 0.377489 0.853791 0.000000 0.146209
1.301301 0.000000 0.379339 0.851893 0.000000 0.148107
1.306306 0.000000 0.381177 0.849985 0.000000 0.150015
1.311311 0.000000 0.383002 0.848068 0.000000 0.151932
1.316316 0.000000 0.384815 0.846142 0.000000 0.153858
1.321321 0.000000 0.386615 0.844207 0.000000 0.155793
1.326326 0.000000 0.388404 0.842263 0.000000 0.157737
1.331331 0.000000 0.390180 0.840310 0.000000 0.159690
1.336336 0.000000 0.391943 0.838348 0.000000 0.161652
1.341341 0.000000 0.393695 0.836378 0.000000 0.163622
1.346346 0.000000 0.395434 0.834399 0.000000 0.165601
1.351351 0.000000 0.397160 0.832411 0.000000 0.167589
1.356356 0.000000 0.398875 0.830415 0.000000 0.169585
1.361361 0.000000 0.400577 0.828410 0.000000 0.171590
1.366366 0.000000 0.402266 0.826396 0.000000 0.173604
1.371371 0.000000 0.403944 0.824375 0.000000 0.175625
1.376376 0.000000 0.405609 0.822345 0.000000 0.177655
1.381381 0.000000 0.407261 0.820306 0.000000 0.179694
1.386386 0.000000 0.408902 0.818260 0.000000 0.181740
1.391391 0.000000 0.410530 0.816205 0.000000 0.183795
1.396396 0.000000 0.412145 0.814142 0.000000 0.185858
1.401401 0.000000 0.413749 0.812071 0.000000 0.187929
1.406406 0.000000 0.415340 0.809993 0.000000 0.190007
1.411411 0.000000 0.416919 0.807906 0.000000 0.192094
1.416416 0.000000 0.418485 0.805811 0.000000 0.194189
1.421421 0.000000 0.420039 0.803709 0.000000 0.196291
1.426426 0.000000 0.421581 0.801599 0.000000 0.198401
1.431431 0.000000 0.423110 0.799481 0.000000 0.200519
1.436436 0.000000 0.424627 0.797356 0.000000 0.202644
1.441441 0.000000 0.426132 0.795223 0.000000 0.204777
1.446446 0.000000 0.427625 0.793083 0.000000 0.206917
1.451451 0.000000 0.429105 0.790935 0.000000 0.209065
1.456456 0.000000 0.430573 0.788780 0.000000 0.211220
1.461461 0.000000 0.432028 0.786618 0.000000 0.213382
1.466466 0.000000 0.433471 0.784449 0.000000 0.215551
1.471471 0.000000 0.434902 0.782272 0.000000 0.217728
1.476476 0.000000 0.436321 0.780088 0.000000 0.219912
1.481481 0.000000 0.437727 0.777897 0.000000 0.222103
1.486486 0.000000 0.439121 0.775700 0.000000 0.224300
1.491491 0.000000 0.440502 0.773495 0.000000 0.226505
1.496496 0.000000 0.441871 0.771283 0.000000 0.228717
1.501502 0.000000 0.443228 0.769065 0.000000 0.230935
1.506507 0.000000 0.444573 0.766840 0.000000 0.233160
1.511512 0.000000 0.445905 0.764608 0.000000 0.235392
1.516517 0.000000 0.447225 0.762370 0.000000 0.237630
1.521522 0.000000 0.448533 0.760125 0.000000 0.239875
1.526527 0.000000 0.449828 0.757873 0.000000 0.242127
1.531532 0.000000 0.451111 0.755616 0.000000 0.244384
1.536537 0.000000 0.452381 0.753351 0.000000 0.246649
1.541542 0.000000 0.453640 0.751081 0.000000 0.248919
1.546547 0.000000 0.454886 0.748804 0.000000 0.251196
1.551552 0.000000 0.456119 0.746521 0.000000 0.253479
1.556557 0.000000 0.457341 0.744232 0.000000 0.255768
1.561562 0.000000 0.458550 0.741937 0.000000 0.258063
1.566567 0.000000 0.459746 0.739636 0.000000 0.260364
1.571572 0.000000 0.460931 0.737329 0.000000 0.262671
1.576577 0.000000 0.462103 0.735016 0.000000 0.264984
1.581582 0.000000 0.463262 0.732698 0.000000 0.267302
1.586587 0.000000 0.464410 0.730373 0.000000 0.269627
1.591592 0.000000 0.465545 0.728043 0.000000 0.271957
1.596597 0.000000 0.466667 0.725708 0.000000 0.274292
1.601602 0.000000 0.467778 0.723367 0.000000 0.276633
1.606607 0.000000 0.468876 0.721020 0.000000 0.278980
1.611612 0.000000 0.469962 0.718668 0.000000 0.281332
1.616617 0.000000 0.471035 0.716310 0.000000 0.283690
1.621622 0.000000 0.472096 0.713947 0.000000 0.286053
1.626627 0.000000 0.473145 0.711579 0.000000 0.288421
1.631632 0.000000 0.474181 0.709206 0.000000 0.290794
1.636637 0.000000 0.475205 0.706827 0.000000 0.293173
1.641642 0.000000 0.476217 0.704444 0.000000 0.295556
1.646647 0.000000 0.477217 0.702056 0.000000 0.297944
1.651652 0.000000 0.478204 0.699662 0.000000 0.300338
1.656657 0.000000 0.479179 0.697264 0.000000 0.302736
1.661662 0.000000 0.480141 0.694861 0.000000 0.305139
1.666667 0.000000 0.481091 0.692453 0.000000 0.307547
1.671672 0.000000 0.482029 0.690040 0.000000 0.309960
1.676677 0.000000 0.482955 0.687623 0.000000 0.312377
1.681682 0.000000 0.483868 0.685201 0.000000 0.314799
1.686687 0.000000 0.484769 0.682775 0.000000 0.317225
1.691692 0.000000 0.485657 0.680344 0.000000 0.319656
1.696697 0.000000 0.486533 0.677909 0.000000 0.322091
1.701702 0.000000 0.487397 0.675470 0.000000 0.324530
1.706707 0.000000 0.488249 0.673026 0.000000 0.326974
1.711712 0.000000 0.489088 0.670578 0.000000 0.329422
1.716717 0.000000 0.489915 0.668126 0.000000 0.331874
1.721722 0.000000 0.490729 0.665670 0.000000 0.334330
1.726727 0.000000 0.491532 0.663210 0.000000 0.336790
1.731732 0.000000 0.492322 0.660746 0.000000 0.339254
1.736737 0.000000 0.493099 0.658278 0.000000 0.341722
1.741742 0.000000 0.493864 0.655806 0.000000 0.344194
1.746747 0.000000 0.494617 0.653331 0.000000 0.346669
1.751752 0.000000 0.495358 0.650851 0.000000 0.349149
1.756757 0.000000 0.496086 0.648368 0.000000 0.351632
1.761762 0.000000 0.496802 0.645882 0.000000 0.354118
1.766767 0.000000 0.497506 0.643392 0.000000 0.356608
1.771772 0.000000 0.498197 0.640898 0.000000 0.359102
1.776777 0.000000 0.498876 0.638402 0.000000 0.361598
1.781782 0.000000 0.499543 0.635901 0.000000 0.364099
1.786787 0.000000 0.500197 0.633398 0.000000 0.366602
1.791792 0.000000 0.500839 0.630891 0.000000 0.369109
1.796797 0.000000 0.501469 0.628381 0.000000 0.371619
1.801802 0.000000 0.502086 0.625868 0.000000 0.374132
1.806807 0.000000 0.502691 0.623352 0.000000 0.376648
1.811812 0.000000 0.503284 0.620833 0.000000 0.379167
1.816817 0.000000 0.503865 0.618312 0.000000 0.381688
1.821822 0.000000 0.504433 0.615787 0.000000 0.384213
1.826827 0.000000 0.504988 0.613259 0.000000 0.386741
1.831832 0.000000 0.505532 0.610729 0.000000 0.389271
1.836837 0.000000 0.506063 0.608196 0.000000 0.391804
1.841842 0.000000 0.506582 0.605661 0.000000 0.394339
1.846847 0.000000 0.507088 0.603123 0.000000 0.396877
1.851852 0.000000 0.507582 0.600582 0.000000 0.399418
1.856857 0.000000 0.508064 0.598040 0.000000 0.401960
1.861862 0.000000 0.508534 0.595494 0.000000 0.404506
1.866867 0.000000 0.508991 0.592947 0.000000 0.407053
1.871872 0.000000 0.509435 0.590397 0.000000 0.409603
1.876877 0.000000 0.509868 0.587845 0.000000 0.412155
1.881882 0.000000 0.510288 0.585291 0.000000 0.414709
1.886887 0.000000 0.510696 0.582735 0.000000 0.417265
1.891892 0.000000 0.511092 0.580177 0.000000 0.419823
1.896897 0.000000 0.511475 0.577617 0.000000 0.422383
1.901902 0.000000 0.511846 0.575056 0.000000 0.424944
1.906907 0.000000 0.512204 0.572492 0.000000 0.427508
1.911912 0.000000 0.512550 0.569927 0.000000 0.430073
1.916917 0.000000 0.512884 0.567360 0.000000 0.432640
1.921922 0.000000 0.513206 0.564791 0.000000 0.435209
1.926927 0.000000 0.513515 0.562221 0.000000 0.437779
1.931932 0.000000 0.513812 0.559649 0.000000 0.440351
1.936937 0.000000 0.514097 0.557076 0.000000 0.442924
1.941942 0.000000 0.514369 0.554502 0.000000 0.445498
1.946947 0.000000 0.514629 0.551926 0.000000 0.448074
1.951952 0.000000 0.514876 0.549349 0.000000 0.450651
1.956957 0.000000 0.515112 0.546771 0.000000 0.453229
1.961962 0.000000 0.515335 0.544192 0.000000 0.455808
1.966967 0.000000 0.515545 0.541611 0.000000 0.458389
1.971972 0.000000 0.515744 0.539030 0.000000 0.460970
1.976977 0.000000 0.515930 0.536448 0.000000 0.463552
1.981982 0.000000 0.516103 0.533865 0.000000 0.466135
1.986987 0.000000 0.516265 0.531281 0.000000 0.468719
1.991992 0.000000 0.516414 0.528696 0.000000 0.471304
1.996997 0.000000 0.516550 0.526111 0.000000 0.473889
2.002002 0.000000 0.516675 0.523525 0.000000 0.476475
2.007007 0.000000 0.516787 0.520938 0.000000 0.479062
2.012012 0.000000 0.516886 0.518351 0.000000 0.481649
2.017017 0.000000 0.516974 0.515764 0.000000 0.484236
2.022022 0.000000 0.517049 0.513176 0.000000 0.486824
2.027027 0.000000 0.517112 0.510588 0.000000 0.489412
2.032032 0.000000 0.517162 0.508000 0.000000 0.492000
2.037037 0.000000 0.517200 0.505411 0.000000 0.494589
2.042042 0.000000 0.517226 0.502822 0.000000 0.497178
2.047047 0.000000 0.517239 0.500233 0.000000 0.499767
2.052052 0.000000 0.517240 0.497645 0.000000 0.502355
2.057057 0.000000 0.517229 0.495056 0.000000 0.504944
2.062062 0.000000 0.517206 0.492467 0.000000 0.507533
2.067067 0.000000 0.517170 0.489879 0.000000 0.510121
2.072072 0.000000 0.517122 0.487291 0.000000 0.512709
2.077077 0.000000 0.517061 0.484703 0.000000 0.515297
2.082082 0.000000 0.516988 0.482115 0.000000 0.517885
2.087087 0.000000 0.516903 0.479528 0.000000 0.520472
2.092092 0.000000 0.516806 0.476942 0.000000 0.523058
2.097097 0.000000 0.516696 0.474355 0.000000 0.525645
2.102102 0.000000 0.516574 0.471770 0.000000 0.528230
2.107107 0.000000 0.516439 0.469185 0.000000 0.530815
2.112112 0.000000 0.516292 0.466601 0.000000 0.533399
2.117117 0.000000 0.516133 0.464018 0.000000 0.535982
2.122122 0.000000 0.515962 0.461436 0.000000 0.538564
2.127127 0.000000 0.515778 0.458854 0.000000 0.541146
2.132132 0.000000 0.515582 0.456274 0.000000 0.543726
2.137137 0.000000 0.515373 0.453694 0.000000 0.546306
2.142142 0.000000 0.515153 0.451116 0.000000 0.548884
2.147147 0.000000 0.514920 0.448539 0.000000 0.551461
2.152152 0.000000 0.514674 0.445963 0.000000 0.554037
2.157157 0.000000 0.514417 0.443388 0.000000 0.556612
2.162162 0.000000 0.514146 0.440815 0.000000 0.559185
2.167167 0.000000 0.513864 0.438243 0.000000 0.561757
2.172172 0.000000 0.513569 0.435672 0.000000 0.564328
2.177177 0.000000 0.513262 0.433104 0.000000 0.566896
2.182182 0.000000 0.512943 0.430536 0.000000 0.569464
2.187187 0.000000 0.512611 0.427971 0.000000 0.572029
2.192192 0.000000 0.512267 0.425407 0.000000 0.574593
2.197197 0.000000 0.511911 0.422845 0.000000 0.577155
2.202202 0.000000 0.511542 0.420284 0.000000 0.579716
2.207207 0.000000 0.511161 0.417726 0.000000 0.582274
2.212212 0.000000 0.510768 0.415170 0.000000 0.584830
2.217217 0.000000 0.510362 0.412615 0.000000 0.587385
2.222222 0.000000 0.509945 0.410063 0.000000 0.589937
2.227227 0.000000 0.509514 0.407513 0.000000 0.592487
2.232232 0.000000 0.509072 0.404965 0.000000 0.595035
2.237237 0.000000 0.508617 0.402419 0.000000 0.597581
2.242242 0.000000 0.508149 0.399876 0.000000 0.600124
2.247247 0.000000 0.507670 0.397335 0.000000 0.602665
2.252252 0.000000 0.507178 0.394797 0.000000 0.605203
2.257257 0.000000 0.506674 0.392261 0.000000 0.607739
2.262262 0.000000 0.506157 0.389727 0.000000 0.610273
2.267267 0.000000 0.505628 0.387197 0.000000 0.612803
2.272272 0.000000 0.505087 0.384669 0.000000 0.615331
2.277277 0.000000 0.504534 0.382144 0.000000 0.617856
2.282282 0.000000 0.503968 0.379621 0.000000 0.620379
2.287287 0.000000 0.503390 0.377102 0.000000 0.622898
2.292292 0.000000 0.502799 0.374585 0.000000 0.625415
2.297297 0.000000 0.502196 0.372072 0.000000 0.627928
2.302302 0.000000 0.501581 0.369561 0.000000 0.630439
2.307307 0.000000 0.500954 0.367054 0.000000 0.632946
2.312312 0.000000 0.500314 0.364550 0.000000 0.635450
2.317317 0.000000 0.499662 0.362049 0.000000 0.637951
2.322322 0.000000 0.498997 0.359552 0.000000 0.640448
