s PU PA FAR FRR Ps
4.6493 0.0000 0.0000 0.0000 1.0000 0.0000
4.6593 0.0000 0.0000 0.0000 1.0000 0.0000
4.6693 0.0000 0.0000 0.0000 1.0000 0.0000
4.6794 0.0000 0.0000 0.0000 1.0000 0.0000
4.6894 0.0000 0.0000 0.0000 1.0000 0.0000
4.6994 0.0000 0.0000 0.0000 1.0000 0.0000
4.7094 0.0000 0.0000 0.0000 1.0000 0.0000
4.7194 0.0000 0.0000 0.0000 1.0000 0.0000
4.7295 0.0000 0.0000 0.0000 1.0000 0.0000
4.7395 0.0000 0.0000 0.0000 1.0000 0.0000
4.7495 0.0000 0.0000 0.0000 1.0000 0.0000
4.7595 0.0000 0.0000 0.0000 1.0000 0.0000
4.7695 0.0000 0.0000 0.0000 1.0000 0.0000
4.7796 0.0000 0.0000 0.0000 1.0000 0.0000
4.7896 0.0000 0.0000 0.0000 1.0000 0.0000
4.7996 0.0000 0.0000 0.0000 1.0000 0.0000
4.8096 0.0000 0.0000 0.0000 1.0000 0.0000
4.8196 0.0000 0.0000 0.0000 1.0000 0.0000
4.8297 0.0000 0.0000 0.0000 1.0000 0.0000
4.8397 0.0000 0.0000 0.0000 1.0000 0.0000
4.8497 0.0000 0.0000 0.0000 1.0000 0.0000
4.8597 0.0000 0.0000 0.0000 1.0000 0.0000
4.8697 0.0000 0.0000 0.0000 1.0000 0.0000
4.8798 0.0000 0.0000 0.0000 1.0000 0.0000
4.8898 0.0000 0.0000 0.0000 1.0000 0.0000
4.8998 0.0000 0.0000 0.0000 1.0000 0.0000
4.9098 0.0000 0.0000 0.0000 1.0000 0.0000
4.9198 0.0000 0.0000 0.0000 1.0000 0.0000
4.9299 0.0000 0.0000 0.0000 1.0000 0.0000
4.9399 0.0000 0.0000 0.0000 1.0000 0.0000
4.9499 0.0000 0.0000 0.0000 1.0000 0.0000
4.9599 0.0000 0.0000 0.0000 1.0000 0.0000
4.9699 0.0000 0.0000 0.0000 1.0000 0.0000
4.9800 0.0000 0.0000 0.0000 1.0000 0.0000
4.9900 0.0000 0.0000 0.0000 1.0000 0.0000
5.0000 0.0000 0.0000 0.0000 1.0000 0.0000
