s PU1 PA1 PU2 PA2
-0.0703 0.0000 0.1262 0.0000 0.0730
-0.0688 0.0000 0.1295 0.0000 0.0746
-0.0672 0.0000 0.1328 0.0000 0.0763
-0.0657 0.0000 0.1362 0.0000 0.0780
-0.0641 0.0000 0.1397 0.0000 0.0798
-0.0626 0.0000 0.1432 0.0000 0.0816
-0.0610 0.0000 0.1469 0.0000 0.0834
-0.0595 0.0000 0.1505 0.0000 0.0852
-0.0579 0.0000 0.1543 0.0000 0.0871
-0.0564 0.0000 0.1582 0.0000 0.0891
-0.0548 0.0000 0.1621 0.0000 0.0910
-0.0533 0.0000 0.1661 0.0000 0.0930
-0.0517 0.0000 0.1702 0.0000 0.0951
-0.0502 0.0000 0.1743 0.0000 0.0971
-0.0486 0.0000 0.1786 0.0000 0.0993
-0.0471 0.0000 0.1829 0.0000 0.1014
-0.0455 0.0000 0.1873 0.0000 0.1036
-0.0440 0.0000 0.1918 0.0000 0.1058
-0.0424 0.0000 0.1964 0.0000 0.1081
-0.0409 0.0000 0.2011 0.0000 0.1104
-0.0393 0.0000 0.2059 0.0000 0.1128
-0.0378 0.0000 0.2107 0.0000 0.1151
-0.0362 0.0000 0.2157 0.0000 0.1176
-0.0347 0.0000 0.2207 0.0000 0.1201
-0.0331 0.0000 0.2259 0.0000 0.1226
-0.0316 0.0000 0.2311 0.0000 0.1251
-0.0300 0.0000 0.2364 0.0000 0.1277
-0.0285 0.0000 0.2419 0.0000 0.1304
-0.0269 0.0000 0.2474 0.0000 0.1331
-0.0254 0.0000 0.2530 0.0000 0.1358
-0.0238 0.0000 0.2587 0.0000 0.1386
-0.0223 0.0000 0.2646 0.0000 0.1415
-0.0207 0.0000 0.2705 0.0000 0.1443
-0.0192 0.0000 0.2765 0.0000 0.1473
-0.0176 0.0000 0.2827 0.0000 0.1503
-0.0161 0.0000 0.2889 0.0000 0.1533
-0.0145 0.0000 0.2953 0.0000 0.1564
-0.0130 0.0000 0.3017 0.0000 0.1595
-0.0114 0.0000 0.3083 0.0000 0.1627
-0.0099 0.0000 0.3149 0.0000 0.1659
-0.0083 0.0000 0.3217 0.0000 0.1692
-0.0068 0.0000 0.3286 0.0000 0.1725
-0.0052 0.0000 0.3356 0.0000 0.1759
-0.0037 0.0000 0.3427 0.0000 0.1793
-0.0021 0.0000 0.3500 0.0000 0.1828
-0.0006 0.0000 0.3573 0.0000 0.1864
0.0010 0.0000 0.3648 0.0000 0.1900
0.0026 0.0000 0.3723 0.0000 0.1936
0.0041 0.0000 0.3800 0.0000 0.1973
0.0057 0.0000 0.3878 0.0000 0.2011
0.0072 0.0000 0.3958 0.0000 0.2049
0.0088 0.0000 0.4038 0.0000 0.2088
0.0103 0.0000 0.4120 0.0000 0.2127
0.0119 0.0000 0.4203 0.0000 0.2167
0.0134 0.0000 0.4287 0.0000 0.2208
0.0150 0.0000 0.4372 0.0000 0.2249
0.0165 0.0000 0.4459 0.0000 0.2291
0.0181 0.0000 0.4546 0.0000 0.2333
0.0196 0.0000 0.4635 0.0000 0.2376
0.0212 0.0000 0.4725 0.0000 0.2420
0.0227 0.0000 0.4817 0.0000 0.2464
0.0243 0.0000 0.4910 0.0000 0.2509
0.0258 0.0000 0.5003 0.0000 0.2554
0.0274 0.0000 0.5099 0.0000 0.2600
0.0289 0.0000 0.5195 0.0000 0.2647
0.0305 0.0000 0.5293 0.0000 0.2694
0.0320 0.0000 0.5392 0.0000 0.2742
0.0336 0.0000 0.5492 0.0000 0.2791
0.0351 0.0000 0.5593 0.0000 0.2840
0.0367 0.0000 0.5696 0.0000 0.2890
0.0382 0.0000 0.5800 0.0000 0.2941
0.0398 0.0000 0.5905 0.0000 0.2992
0.0413 0.0000 0.6012 0.0000 0.3044
0.0429 0.0000 0.6120 0.0000 0.3096
0.0444 0.0000 0.6229 0.0000 0.3150
0.0460 0.0000 0.6339 0.0000 0.3204
0.0475 0.0000 0.6451 0.0000 0.3258
0.0491 0.0000 0.6564 0.0000 0.3313
0.0506 0.0000 0.6678 0.0000 0.3369
0.0522 0.0000 0.6793 0.0000 0.3426
0.0537 0.0000 0.6910 0.0000 0.3484
0.0553 0.0000 0.7028 0.0000 0.3542
0.0568 0.0000 0.7147 0.0000 0.3600
0.0584 0.0000 0.7268 0.0000 0.3660
0.0599 0.0000 0.7389 0.0000 0.3720
0.0615 0.0000 0.7512 0.0000 0.3781
0.0630 0.0000 0.7636 0.0000 0.3843
0.0646 0.0000 0.7762 0.0000 0.3905
0.0661 0.0000 0.7888 0.0000 0.3968
0.0677 0.0000 0.8016 0.0000 0.4032
0.0692 0.0000 0.8145 0.0000 0.4096
0.0708 0.0000 0.8275 0.0000 0.4162
0.0723 0.0000 0.8406 0.0000 0.4227
0.0739 0.0000 0.8539 0.0000 0.4294
0.0754 0.0000 0.8672 0.0000 0.4362
0.0770 0.0000 0.8807 0.0000 0.4430
0.0785 0.0000 0.8943 0.0000 0.4498
0.0801 0.0000 0.9080 0.0001 0.4568
0.0816 0.0000 0.9218 0.0001 0.4638
0.0832 0.0000 0.9358 0.0001 0.4709
0.0847 0.0000 0.9498 0.0001 0.4781
0.0863 0.0000 0.9639 0.0001 0.4854
0.0878 0.0000 0.9782 0.0001 0.4927
0.0894 0.0000 0.9926 0.0001 0.5001
0.0909 0.0000 1.0070 0.0001 0.5076
0.0925 0.0000 1.0216 0.0001 0.5151
0.0940 0.0000 1.0362 0.0001 0.5227
0.0956 0.0000 1.0510 0.0001 0.5304
0.0971 0.0000 1.0658 0.0001 0.5382
0.0987 0.0000 1.0808 0.0001 0.5460
0.1003 0.0000 1.0958 0.0001 0.5539
0.1018 0.0000 1.1110 0.0001 0.5619
0.1034 0.0000 1.1262 0.0001 0.5700
0.1049 0.0000 1.1415 0.0001 0.5781
0.1065 0.0000 1.1569 0.0001 0.5863
0.1080 0.0000 1.1724 0.0001 0.5946
0.1096 0.0000 1.1879 0.0001 0.6029
0.1111 0.0000 1.2035 0.0001 0.6113
0.1127 0.0000 1.2192 0.0001 0.6198
0.1142 0.0000 1.2350 0.0001 0.6284
0.1158 0.0000 1.2509 0.0001 0.6370
0.1173 0.0000 1.2668 0.0001 0.6457
0.1189 0.0000 1.2828 0.0001 0.6545
0.1204 0.0000 1.2988 0.0001 0.6633
0.1220 0.0000 1.3149 0.0001 0.6722
0.1235 0.0000 1.3311 0.0001 0.6812
0.1251 0.0000 1.3473 0.0001 0.6903
0.1266 0.0000 1.3636 0.0001 0.6994
0.1282 0.0000 1.3799 0.0001 0.7086
0.1297 0.0000 1.3963 0.0002 0.7178
0.1313 0.0000 1.4127 0.0002 0.7272
0.1328 0.0000 1.4291 0.0002 0.7365
0.1344 0.0000 1.4456 0.0002 0.7460
0.1359 0.0000 1.4621 0.0002 0.7555
0.1375 0.0000 1.4787 0.0002 0.7651
0.1390 0.0000 1.4953 0.0002 0.7747
0.1406 0.0000 1.5119 0.0002 0.7844
0.1421 0.0000 1.5285 0.0002 0.7942
0.1437 0.0000 1.5451 0.0002 0.8041
0.1452 0.0000 1.5618 0.0002 0.8139
0.1468 0.0000 1.5784 0.0002 0.8239
0.1483 0.0000 1.5951 0.0002 0.8339
0.1499 0.0000 1.6118 0.0002 0.8440
0.1514 0.0000 1.6285 0.0002 0.8541
0.1530 0.0000 1.6451 0.0003 0.8643
0.1545 0.0000 1.6618 0.0003 0.8746
0.1561 0.0000 1.6785 0.0003 0.8849
0.1576 0.0000 1.6951 0.0003 0.8952
0.1592 0.0000 1.7117 0.0003 0.9056
0.1607 0.0000 1.7283 0.0003 0.9161
0.1623 0.0000 1.7449 0.0003 0.9266
0.1638 0.0000 1.7615 0.0003 0.9372
0.1654 0.0000 1.7780 0.0003 0.9478
0.1669 0.0000 1.7945 0.0003 0.9585
0.1685 0.0000 1.8109 0.0004 0.9692
0.1700 0.0000 1.8273 0.0004 0.9800
0.1716 0.0000 1.8436 0.0004 0.9908
0.1731 0.0000 1.8599 0.0004 1.0016
0.1747 0.0000 1.8761 0.0004 1.0125
0.1762 0.0000 1.8923 0.0004 1.0235
0.1778 0.0000 1.9084 0.0004 1.0344
0.1793 0.0000 1.9245 0.0004 1.0455
0.1809 0.0000 1.9404 0.0005 1.0565
0.1824 0.0000 1.9563 0.0005 1.0676
0.1840 0.0000 1.9721 0.0005 1.0788
0.1855 0.0000 1.9879 0.0005 1.0899
0.1871 0.0000 2.0035 0.0005 1.1011
0.1886 0.0000 2.0190 0.0005 1.1124
0.1902 0.0000 2.0345 0.0005 1.1236
0.1917 0.0000 2.0498 0.0006 1.1349
0.1933 0.0000 2.0651 0.0006 1.1463
0.1948 0.0000 2.0802 0.0006 1.1576
0.1964 0.0000 2.0952 0.0006 1.1690
0.1979 0.0000 2.1101 0.0006 1.1804
0.1995 0.0000 2.1249 0.0007 1.1918
0.2011 0.0000 2.1396 0.0007 1.2033
0.2026 0.0000 2.1541 0.0007 1.2147
0.2042 0.0000 2.1685 0.0007 1.2262
0.2057 0.0000 2.1827 0.0007 1.2377
0.2073 0.0000 2.1969 0.0008 1.2492
0.2088 0.0000 2.2108 0.0008 1.2608
0.2104 0.0000 2.2246 0.0008 1.2723
0.2119 0.0000 2.2383 0.0008 1.2839
0.2135 0.0000 2.2518 0.0009 1.2954
0.2150 0.0000 2.2652 0.0009 1.3070
0.2166 0.0000 2.2784 0.0009 1.3186
0.2181 0.0000 2.2914 0.0010 1.3302
0.2197 0.0000 2.3042 0.0010 1.3417
0.2212 0.0000 2.3169 0.0010 1.3533
0.2228 0.0000 2.3294 0.0010 1.3649
0.2243 0.0000 2.3417 0.0011 1.3765
0.2259 0.0000 2.3538 0.0011 1.3881
0.2274 0.0000 2.3658 0.0011 1.3996
0.2290 0.0000 2.3775 0.0012 1.4112
0.2305 0.0000 2.3890 0.0012 1.4227
0.2321 0.0000 2.4004 0.0013 1.4343
0.2336 0.0000 2.4115 0.0013 1.4458
0.2352 0.0001 2.4224 0.0013 1.4573
0.2367 0.0001 2.4332 0.0014 1.4688
0.2383 0.0001 2.4437 0.0014 1.4802
0.2398 0.0001 2.4540 0.0015 1.4917
0.2414 0.0001 2.4640 0.0015 1.5031
0.2429 0.0001 2.4739 0.0015 1.5145
0.2445 0.0001 2.4835 0.0016 1.5259
0.2460 0.0001 2.4929 0.0016 1.5372
0.2476 0.0001 2.5020 0.0017 1.5485
0.2491 0.0001 2.5110 0.0017 1.5598
0.2507 0.0001 2.5196 0.0018 1.5711
0.2522 0.0001 2.5281 0.0018 1.5823
0.2538 0.0001 2.5363 0.0019 1.5935
0.2553 0.0001 2.5442 0.0019 1.6046
0.2569 0.0001 2.5520 0.0020 1.6157
0.2584 0.0001 2.5594 0.0021 1.6267
0.2600 0.0001 2.5666 0.0021 1.6377
0.2615 0.0001 2.5736 0.0022 1.6487
0.2631 0.0001 2.5803 0.0022 1.6596
0.2646 0.0002 2.5867 0.0023 1.6704
0.2662 0.0002 2.5929 0.0024 1.6812
0.2677 0.0002 2.5988 0.0024 1.6920
0.2693 0.0002 2.6044 0.0025 1.7026
0.2708 0.0002 2.6098 0.0026 1.7133
0.2724 0.0002 2.6149 0.0027 1.7238
0.2739 0.0002 2.6198 0.0027 1.7343
0.2755 0.0002 2.6243 0.0028 1.7448
0.2770 0.0002 2.6286 0.0029 1.7551
0.2786 0.0003 2.6327 0.0030 1.7654
0.2801 0.0003 2.6364 0.0031 1.7756
0.2817 0.0003 2.6399 0.0032 1.7858
0.2832 0.0003 2.6431 0.0032 1.7959
0.2848 0.0003 2.6460 0.0033 1.8059
0.2863 0.0003 2.6486 0.0034 1.8158
0.2879 0.0004 2.6510 0.0035 1.8256
0.2894 0.0004 2.6530 0.0036 1.8354
0.2910 0.0004 2.6548 0.0037 1.8450
0.2925 0.0004 2.6563 0.0038 1.8546
0.2941 0.0005 2.6576 0.0039 1.8641
0.2956 0.0005 2.6585 0.0040 1.8735
0.2972 0.0005 2.6592 0.0042 1.8828
0.2987 0.0005 2.6595 0.0043 1.8920
0.3003 0.0006 2.6596 0.0044 1.9012
0.3019 0.0006 2.6594 0.0045 1.9102
0.3034 0.0006 2.6589 0.0046 1.9191
0.3050 0.0007 2.6582 0.0048 1.9279
0.3065 0.0007 2.6571 0.0049 1.9366
0.3081 0.0007 2.6558 0.0050 1.9453
0.3096 0.0008 2.6542 0.0052 1.9538
0.3112 0.0008 2.6523 0.0053 1.9622
0.3127 0.0009 2.6501 0.0054 1.9705
0.3143 0.0009 2.6476 0.0056 1.9786
0.3158 0.0010 2.6449 0.0057 1.9867
0.3174 0.0010 2.6419 0.0059 1.9946
0.3189 0.0011 2.6386 0.0060 2.0025
0.3205 0.0011 2.6350 0.0062 2.0102
0.3220 0.0012 2.6311 0.0064 2.0178
0.3236 0.0013 2.6270 0.0065 2.0253
0.3251 0.0013 2.6226 0.0067 2.0326
0.3267 0.0014 2.6179 0.0069 2.0398
0.3282 0.0015 2.6130 0.0071 2.0469
0.3298 0.0015 2.6078 0.0073 2.0539
0.3313 0.0016 2.6023 0.0075 2.0607
0.3329 0.0017 2.5965 0.0077 2.0674
0.3344 0.0018 2.5905 0.0079 2.0740
0.3360 0.0019 2.5842 0.0081 2.0805
0.3375 0.0020 2.5777 0.0083 2.0868
0.3391 0.0021 2.5709 0.0085 2.0929
0.3406 0.0022 2.5639 0.0087 2.0990
0.3422 0.0023 2.5566 0.0089 2.1049
0.3437 0.0024 2.5490 0.0092 2.1106
0.3453 0.0025 2.5412 0.0094 2.1162
0.3468 0.0027 2.5331 0.0096 2.1217
0.3484 0.0028 2.5248 0.0099 2.1270
0.3499 0.0029 2.5163 0.0101 2.1322
0.3515 0.0031 2.5075 0.0104 2.1373
0.3530 0.0032 2.4985 0.0107 2.1421
0.3546 0.0034 2.4893 0.0109 2.1469
0.3561 0.0036 2.4798 0.0112 2.1515
0.3577 0.0037 2.4701 0.0115 2.1559
0.3592 0.0039 2.4602 0.0118 2.1602
0.3608 0.0041 2.4500 0.0121 2.1644
0.3623 0.0043 2.4396 0.0124 2.1683
0.3639 0.0045 2.4290 0.0127 2.1722
0.3654 0.0047 2.4182 0.0130 2.1759
0.3670 0.0049 2.4072 0.0133 2.1794
0.3685 0.0052 2.3960 0.0137 2.1827
0.3701 0.0054 2.3846 0.0140 2.1859
0.3716 0.0057 2.3730 0.0143 2.1890
0.3732 0.0060 2.3612 0.0147 2.1919
0.3747 0.0062 2.3492 0.0150 2.1946
0.3763 0.0065 2.3370 0.0154 2.1972
0.3778 0.0068 2.3246 0.0158 2.1996
0.3794 0.0071 2.3120 0.0162 2.2019
0.3809 0.0075 2.2993 0.0166 2.2040
0.3825 0.0078 2.2864 0.0170 2.2059
0.3840 0.0082 2.2733 0.0174 2.2077
0.3856 0.0086 2.2600 0.0178 2.2093
0.3871 0.0089 2.2466 0.0182 2.2107
0.3887 0.0093 2.2330 0.0187 2.2120
0.3902 0.0098 2.2193 0.0191 2.2131
0.3918 0.0102 2.2054 0.0196 2.2140
0.3933 0.0107 2.1914 0.0200 2.2148
0.3949 0.0111 2.1772 0.0205 2.2155
0.3964 0.0116 2.1629 0.0210 2.2159
0.3980 0.0122 2.1485 0.0215 2.2162
0.3995 0.0127 2.1339 0.0220 2.2163
0.4011 0.0133 2.1192 0.0225 2.2163
0.4027 0.0138 2.1044 0.0231 2.2161
0.4042 0.0144 2.0894 0.0236 2.2157
0.4058 0.0151 2.0744 0.0241 2.2152
0.4073 0.0157 2.0592 0.0247 2.2145
0.4089 0.0164 2.0439 0.0253 2.2137
0.4104 0.0171 2.0285 0.0259 2.2126
0.4120 0.0178 2.0130 0.0265 2.2115
0.4135 0.0186 1.9975 0.0271 2.2101
0.4151 0.0194 1.9818 0.0277 2.2086
0.4166 0.0202 1.9660 0.0283 2.2069
0.4182 0.0210 1.9502 0.0290 2.2051
0.4197 0.0219 1.9343 0.0296 2.2031
0.4213 0.0228 1.9183 0.0303 2.2009
0.4228 0.0238 1.9022 0.0310 2.1986
0.4244 0.0248 1.8861 0.0317 2.1961
0.4259 0.0258 1.8699 0.0324 2.1935
0.4275 0.0268 1.8536 0.0331 2.1907
0.4290 0.0279 1.8373 0.0339 2.1877
0.4306 0.0291 1.8209 0.0346 2.1846
0.4321 0.0303 1.8045 0.0354 2.1813
0.4337 0.0315 1.7881 0.0362 2.1779
0.4352 0.0327 1.7716 0.0370 2.1743
0.4368 0.0341 1.7551 0.0378 2.1706
0.4383 0.0354 1.7385 0.0387 2.1667
0.4399 0.0368 1.7219 0.0395 2.1626
0.4414 0.0383 1.7053 0.0404 2.1584
0.4430 0.0398 1.6887 0.0413 2.1541
0.4445 0.0413 1.6720 0.0422 2.1496
0.4461 0.0429 1.6554 0.0431 2.1449
0.4476 0.0446 1.6387 0.0440 2.1401
0.4492 0.0463 1.6220 0.0450 2.1352
0.4507 0.0481 1.6053 0.0459 2.1301
0.4523 0.0499 1.5887 0.0469 2.1248
0.4538 0.0518 1.5720 0.0479 2.1194
0.4554 0.0538 1.5553 0.0489 2.1139
0.4569 0.0558 1.5387 0.0500 2.1082
0.4585 0.0579 1.5220 0.0510 2.1024
0.4600 0.0601 1.5054 0.0521 2.0965
0.4616 0.0623 1.4888 0.0532 2.0904
0.4631 0.0646 1.4723 0.0543 2.0841
0.4647 0.0670 1.4557 0.0555 2.0778
0.4662 0.0695 1.4392 0.0567 2.0713
0.4678 0.0720 1.4228 0.0578 2.0646
0.4693 0.0746 1.4063 0.0590 2.0579
0.4709 0.0773 1.3899 0.0603 2.0510
0.4724 0.0801 1.3736 0.0615 2.0440
0.4740 0.0830 1.3573 0.0628 2.0368
0.4755 0.0859 1.3410 0.0641 2.0295
0.4771 0.0890 1.3248 0.0654 2.0221
0.4786 0.0921 1.3087 0.0667 2.0146
0.4802 0.0954 1.2926 0.0681 2.0070
0.4817 0.0987 1.2766 0.0695 1.9992
0.4833 0.1021 1.2606 0.0709 1.9913
0.4848 0.1057 1.2447 0.0723 1.9833
0.4864 0.1093 1.2289 0.0738 1.9752
0.4879 0.1131 1.2132 0.0752 1.9670
0.4895 0.1169 1.1975 0.0768 1.9587
0.4910 0.1209 1.1819 0.0783 1.9502
0.4926 0.1250 1.1664 0.0798 1.9417
0.4941 0.1291 1.1509 0.0814 1.9330
0.4957 0.1335 1.1356 0.0830 1.9242
0.4972 0.1379 1.1203 0.0847 1.9154
0.4988 0.1425 1.1051 0.0863 1.9064
0.5004 0.1471 1.0900 0.0880 1.8973
0.5019 0.1520 1.0750 0.0897 1.8882
0.5035 0.1569 1.0601 0.0915 1.8789
0.5050 0.1620 1.0453 0.0933 1.8696
0.5066 0.1672 1.0305 0.0951 1.8601
0.5081 0.1725 1.0159 0.0969 1.8506
0.5097 0.1780 1.0014 0.0988 1.8410
0.5112 0.1837 0.9870 0.1007 1.8313
0.5128 0.1895 0.9727 0.1026 1.8215
0.5143 0.1954 0.9585 0.1045 1.8116
0.5159 0.2015 0.9444 0.1065 1.8017
0.5174 0.2077 0.9304 0.1085 1.7916
0.5190 0.2141 0.9165 0.1106 1.7815
0.5205 0.2207 0.9027 0.1127 1.7714
0.5221 0.2274 0.8890 0.1148 1.7611
0.5236 0.2343 0.8755 0.1169 1.7508
0.5252 0.2414 0.8620 0.1191 1.7404
0.5267 0.2486 0.8487 0.1213 1.7299
0.5283 0.2560 0.8355 0.1235 1.7194
0.5298 0.2636 0.8224 0.1258 1.7088
0.5314 0.2713 0.8095 0.1281 1.6982
0.5329 0.2793 0.7966 0.1305 1.6875
0.5345 0.2874 0.7839 0.1329 1.6767
0.5360 0.2957 0.7713 0.1353 1.6659
0.5376 0.3042 0.7588 0.1377 1.6550
0.5391 0.3129 0.7464 0.1402 1.6441
0.5407 0.3218 0.7342 0.1427 1.6331
0.5422 0.3309 0.7221 0.1453 1.6221
0.5438 0.3402 0.7101 0.1479 1.6110
0.5453 0.3497 0.6982 0.1505 1.5999
0.5469 0.3594 0.6865 0.1532 1.5888
0.5484 0.3693 0.6749 0.1559 1.5776
0.5500 0.3794 0.6634 0.1587 1.5664
0.5515 0.3897 0.6520 0.1614 1.5551
0.5531 0.4002 0.6408 0.1643 1.5438
0.5546 0.4110 0.6296 0.1671 1.5325
0.5562 0.4219 0.6187 0.1700 1.5211
0.5577 0.4331 0.6078 0.1730 1.5097
0.5593 0.4445 0.5971 0.1760 1.4983
0.5608 0.4562 0.5865 0.1790 1.4869
0.5624 0.4680 0.5760 0.1821 1.4754
0.5639 0.4801 0.5656 0.1852 1.4640
0.5655 0.4925 0.5554 0.1883 1.4525
0.5670 0.5050 0.5453 0.1915 1.4409
0.5686 0.5178 0.5353 0.1948 1.4294
0.5701 0.5308 0.5255 0.1980 1.4179
0.5717 0.5441 0.5158 0.2014 1.4063
0.5732 0.5576 0.5062 0.2047 1.3948
0.5748 0.5713 0.4967 0.2081 1.3832
0.5763 0.5853 0.4874 0.2116 1.3716
0.5779 0.5995 0.4781 0.2151 1.3600
0.5794 0.6140 0.4690 0.2186 1.3485
0.5810 0.6287 0.4601 0.2222 1.3369
0.5825 0.6436 0.4512 0.2258 1.3253
0.5841 0.6588 0.4425 0.2295 1.3137
0.5856 0.6743 0.4339 0.2332 1.3022
0.5872 0.6900 0.4254 0.2370 1.2906
0.5887 0.7059 0.4170 0.2408 1.2790
0.5903 0.7221 0.4088 0.2447 1.2675
0.5918 0.7385 0.4007 0.2486 1.2559
0.5934 0.7552 0.3927 0.2526 1.2444
0.5949 0.7721 0.3848 0.2566 1.2329
0.5965 0.7893 0.3770 0.2606 1.2214
0.5980 0.8067 0.3694 0.2647 1.2099
0.5996 0.8244 0.3619 0.2689 1.1985
0.6012 0.8423 0.3544 0.2731 1.1870
0.6027 0.8605 0.3471 0.2773 1.1756
0.6043 0.8789 0.3400 0.2816 1.1642
0.6058 0.8975 0.3329 0.2860 1.1528
0.6074 0.9164 0.3259 0.2904 1.1415
0.6089 0.9355 0.3191 0.2948 1.1302
0.6105 0.9549 0.3123 0.2993 1.1189
0.6120 0.9745 0.3057 0.3038 1.1076
0.6136 0.9944 0.2992 0.3084 1.0964
0.6151 1.0144 0.2928 0.3131 1.0852
0.6167 1.0348 0.2865 0.3178 1.0741
0.6182 1.0553 0.2803 0.3225 1.0630
0.6198 1.0761 0.2742 0.3273 1.0519
0.6213 1.0971 0.2682 0.3322 1.0408
0.6229 1.1183 0.2623 0.3371 1.0298
0.6244 1.1397 0.2565 0.3420 1.0189
0.6260 1.1614 0.2508 0.3470 1.0079
0.6275 1.1833 0.2452 0.3521 0.9971
0.6291 1.2054 0.2398 0.3572 0.9862
0.6306 1.2277 0.2344 0.3624 0.9754
0.6322 1.2501 0.2291 0.3676 0.9647
0.6337 1.2728 0.2239 0.3729 0.9540
0.6353 1.2957 0.2188 0.3782 0.9433
0.6368 1.3188 0.2138 0.3836 0.9328
0.6384 1.3421 0.2089 0.3890 0.9222
0.6399 1.3655 0.2040 0.3945 0.9117
0.6415 1.3892 0.1993 0.4000 0.9013
0.6430 1.4130 0.1946 0.4056 0.8909
0.6446 1.4369 0.1901 0.4112 0.8805
0.6461 1.4611 0.1856 0.4169 0.8703
0.6477 1.4854 0.1812 0.4227 0.8600
0.6492 1.5098 0.1769 0.4285 0.8499
0.6508 1.5344 0.1727 0.4343 0.8398
0.6523 1.5591 0.1686 0.4402 0.8297
0.6539 1.5840 0.1645 0.4462 0.8197
0.6554 1.6090 0.1606 0.4522 0.8098
0.6570 1.6341 0.1567 0.4583 0.7999
0.6585 1.6593 0.1528 0.4644 0.7901
0.6601 1.6846 0.1491 0.4706 0.7804
0.6616 1.7101 0.1454 0.4768 0.7707
0.6632 1.7356 0.1419 0.4831 0.7611
0.6647 1.7612 0.1383 0.4894 0.7515
0.6663 1.7869 0.1349 0.4958 0.7420
0.6678 1.8127 0.1315 0.5022 0.7326
0.6694 1.8385 0.1282 0.5087 0.7232
0.6709 1.8644 0.1250 0.5153 0.7139
0.6725 1.8903 0.1218 0.5219 0.7047
0.6740 1.9163 0.1187 0.5285 0.6956
0.6756 1.9423 0.1157 0.5352 0.6865
0.6771 1.9683 0.1128 0.5420 0.6775
0.6787 1.9944 0.1099 0.5488 0.6685
0.6802 2.0205 0.1070 0.5557 0.6596
0.6818 2.0465 0.1042 0.5626 0.6508
0.6833 2.0726 0.1015 0.5696 0.6421
0.6849 2.0986 0.0989 0.5766 0.6334
0.6864 2.1246 0.0963 0.5836 0.6248
0.6880 2.1505 0.0937 0.5908 0.6163
0.6895 2.1765 0.0913 0.5979 0.6078
0.6911 2.2023 0.0888 0.6052 0.5994
0.6926 2.2281 0.0865 0.6124 0.5911
0.6942 2.2538 0.0842 0.6197 0.5829
0.6957 2.2795 0.0819 0.6271 0.5747
0.6973 2.3050 0.0797 0.6345 0.5666
0.6988 2.3305 0.0775 0.6420 0.5586
0.7004 2.3558 0.0754 0.6495 0.5506
0.7020 2.3810 0.0734 0.6571 0.5427
0.7035 2.4061 0.0714 0.6647 0.5349
0.7051 2.4310 0.0694 0.6724 0.5272
0.7066 2.4558 0.0675 0.6801 0.5195
0.7082 2.4804 0.0656 0.6879 0.5119
0.7097 2.5048 0.0638 0.6957 0.5044
0.7113 2.5291 0.0620 0.7035 0.4970
0.7128 2.5532 0.0603 0.7114 0.4896
0.7144 2.5771 0.0586 0.7194 0.4823
0.7159 2.6007 0.0569 0.7273 0.4751
0.7175 2.6242 0.0553 0.7354 0.4680
0.7190 2.6474 0.0538 0.7435 0.4609
0.7206 2.6703 0.0522 0.7516 0.4539
0.7221 2.6931 0.0507 0.7597 0.4470
0.7237 2.7155 0.0493 0.7679 0.4401
0.7252 2.7377 0.0478 0.7762 0.4333
0.7268 2.7596 0.0465 0.7845 0.4266
0.7283 2.7812 0.0451 0.7928 0.4200
0.7299 2.8025 0.0438 0.8012 0.4134
0.7314 2.8236 0.0425 0.8096 0.4069
0.7330 2.8443 0.0413 0.8180 0.4005
0.7345 2.8646 0.0401 0.8265 0.3942
0.7361 2.8847 0.0389 0.8351 0.3879
0.7376 2.9043 0.0377 0.8436 0.3817
0.7392 2.9237 0.0366 0.8522 0.3755
0.7407 2.9426 0.0355 0.8609 0.3695
0.7423 2.9612 0.0344 0.8695 0.3635
0.7438 2.9795 0.0334 0.8782 0.3576
0.7454 2.9973 0.0324 0.8870 0.3517
0.7469 3.0147 0.0314 0.8957 0.3459
0.7485 3.0318 0.0305 0.9046 0.3402
0.7500 3.0484 0.0295 0.9134 0.3346
0.7516 3.0646 0.0286 0.9223 0.3290
0.7531 3.0803 0.0277 0.9312 0.3235
0.7547 3.0957 0.0269 0.9401 0.3181
0.7562 3.1105 0.0261 0.9490 0.3127
0.7578 3.1250 0.0253 0.9580 0.3074
0.7593 3.1390 0.0245 0.9670 0.3022
0.7609 3.1525 0.0237 0.9761 0.2970
0.7624 3.1655 0.0230 0.9851 0.2919
0.7640 3.1781 0.0222 0.9942 0.2869
0.7655 3.1902 0.0215 1.0033 0.2819
0.7671 3.2018 0.0209 1.0125 0.2770
0.7686 3.2129 0.0202 1.0216 0.2722
0.7702 3.2235 0.0196 1.0308 0.2674
0.7717 3.2336 0.0189 1.0400 0.2627
0.7733 3.2432 0.0183 1.0492 0.2581
0.7748 3.2522 0.0177 1.0584 0.2535
0.7764 3.2608 0.0172 1.0677 0.2490
0.7779 3.2688 0.0166 1.0769 0.2445
0.7795 3.2763 0.0161 1.0862 0.2401
0.7810 3.2833 0.0155 1.0955 0.2358
0.7826 3.2897 0.0150 1.1048 0.2315
0.7841 3.2956 0.0145 1.1141 0.2273
0.7857 3.3010 0.0141 1.1235 0.2232
0.7872 3.3058 0.0136 1.1328 0.2191
0.7888 3.3101 0.0132 1.1421 0.2151
0.7903 3.3138 0.0127 1.1515 0.2111
0.7919 3.3169 0.0123 1.1609 0.2072
