s PU1 PA1 PU2 PA2
0.7934 3.3196 0.0119 1.1702 0.2033
0.7950 3.3216 0.0115 1.1796 0.1995
0.7965 3.3231 0.0111 1.1890 0.1958
0.7981 3.3241 0.0107 1.1984 0.1921
0.7996 3.3245 0.0104 1.2077 0.1884
0.8012 3.3244 0.0100 1.2171 0.1849
0.8028 3.3236 0.0097 1.2265 0.1813
0.8043 3.3224 0.0093 1.2359 0.1779
0.8059 3.3206 0.0090 1.2452 0.1745
0.8074 3.3182 0.0087 1.2546 0.1711
0.8090 3.3153 0.0084 1.2640 0.1678
0.8105 3.3118 0.0081 1.2733 0.1645
0.8121 3.3078 0.0078 1.2827 0.1613
0.8136 3.3032 0.0076 1.2920 0.1582
0.8152 3.2981 0.0073 1.3014 0.1551
0.8167 3.2924 0.0070 1.3107 0.1520
0.8183 3.2863 0.0068 1.3200 0.1490
0.8198 3.2795 0.0066 1.3293 0.1460
0.8214 3.2723 0.0063 1.3386 0.1431
0.8229 3.2645 0.0061 1.3478 0.1403
0.8245 3.2562 0.0059 1.3571 0.1374
0.8260 3.2473 0.0057 1.3663 0.1347
0.8276 3.2380 0.0055 1.3755 0.1320
0.8291 3.2281 0.0053 1.3847 0.1293
0.8307 3.2177 0.0051 1.3939 0.1266
0.8322 3.2068 0.0049 1.4030 0.1241
0.8338 3.1955 0.0047 1.4121 0.1215
0.8353 3.1836 0.0046 1.4212 0.1190
0.8369 3.1713 0.0044 1.4303 0.1166
0.8384 3.1584 0.0042 1.4393 0.1141
0.8400 3.1451 0.0041 1.4483 0.1118
0.8415 3.1314 0.0039 1.4573 0.1094
0.8431 3.1171 0.0038 1.4662 0.1071
0.8446 3.1024 0.0036 1.4751 0.1049
0.8462 3.0873 0.0035 1.4840 0.1027
0.8477 3.0717 0.0034 1.4928 0.1005
0.8493 3.0557 0.0033 1.5016 0.0984
0.8508 3.0393 0.0031 1.5103 0.0963
0.8524 3.0225 0.0030 1.5191 0.0942
0.8539 3.0052 0.0029 1.5277 0.0922
0.8555 2.9876 0.0028 1.5364 0.0902
0.8570 2.9695 0.0027 1.5449 0.0883
0.8586 2.9511 0.0026 1.5535 0.0863
0.8601 2.9323 0.0025 1.5620 0.0845
0.8617 2.9131 0.0024 1.5704 0.0826
0.8632 2.8936 0.0023 1.5788 0.0808
0.8648 2.8737 0.0022 1.5872 0.0790
0.8663 2.8535 0.0021 1.5955 0.0773
0.8679 2.8329 0.0021 1.6037 0.0756
0.8694 2.8121 0.0020 1.6119 0.0739
0.8710 2.7909 0.0019 1.6200 0.0723
0.8725 2.7694 0.0018 1.6281 0.0707
0.8741 2.7476 0.0018 1.6361 0.0691
0.8756 2.7256 0.0017 1.6441 0.0675
0.8772 2.7032 0.0016 1.6520 0.0660
0.8787 2.6806 0.0016 1.6598 0.0645
0.8803 2.6578 0.0015 1.6676 0.0630
0.8818 2.6347 0.0014 1.6753 0.0616
0.8834 2.6113 0.0014 1.6829 0.0602
0.8849 2.5878 0.0013 1.6905 0.0588
0.8865 2.5640 0.0013 1.6980 0.0575
0.8880 2.5400 0.0012 1.7054 0.0561
0.8896 2.5158 0.0012 1.7128 0.0548
0.8911 2.4915 0.0011 1.7201 0.0536
0.8927 2.4669 0.0011 1.7273 0.0523
0.8942 2.4422 0.0010 1.7345 0.0511
0.8958 2.4173 0.0010 1.7415 0.0499
0.8973 2.3923 0.0010 1.7485 0.0487
0.8989 2.3672 0.0009 1.7555 0.0476
0.9005 2.3419 0.0009 1.7623 0.0465
0.9020 2.3165 0.0008 1.7691 0.0454
0.9036 2.2910 0.0008 1.7757 0.0443
0.9051 2.2654 0.0008 1.7823 0.0432
0.9067 2.2397 0.0007 1.7889 0.0422
0.9082 2.2140 0.0007 1.7953 0.0412
0.9098 2.1882 0.0007 1.8016 0.0402
0.9113 2.1623 0.0007 1.8079 0.0392
0.9129 2.1363 0.0006 1.8141 0.0383
0.9144 2.1103 0.0006 1.8202 0.0373
0.9160 2.0843 0.0006 1.8262 0.0364
0.9175 2.0583 0.0006 1.8321 0.0355
0.9191 2.0322 0.0005 1.8379 0.0347
0.9206 2.0062 0.0005 1.8436 0.0338
0.9222 1.9801 0.0005 1.8492 0.0330
0.9237 1.9541 0.0005 1.8548 0.0322
0.9253 1.9280 0.0004 1.8602 0.0314
0.9268 1.9021 0.0004 1.8655 0.0306
0.9284 1.8761 0.0004 1.8708 0.0298
0.9299 1.8502 0.0004 1.8759 0.0291
0.9315 1.8243 0.0004 1.8810 0.0284
0.9330 1.7985 0.0004 1.8859 0.0276
0.9346 1.7728 0.0003 1.8908 0.0269
0.9361 1.7472 0.0003 1.8955 0.0263
0.9377 1.7216 0.0003 1.9002 0.0256
0.9392 1.6961 0.0003 1.9047 0.0249
0.9408 1.6707 0.0003 1.9091 0.0243
0.9423 1.6455 0.0003 1.9135 0.0237
0.9439 1.6203 0.0003 1.9177 0.0231
0.9454 1.5952 0.0003 1.9218 0.0225
0.9470 1.5703 0.0002 1.9258 0.0219
0.9485 1.5455 0.0002 1.9297 0.0213
0.9501 1.5209 0.0002 1.9335 0.0208
0.9516 1.4964 0.0002 1.9372 0.0202
0.9532 1.4720 0.0002 1.9408 0.0197
0.9547 1.4478 0.0002 1.9443 0.0192
0.9563 1.4238 0.0002 1.9476 0.0187
0.9578 1.3999 0.0002 1.9509 0.0182
0.9594 1.3762 0.0002 1.9540 0.0177
0.9609 1.3527 0.0002 1.9570 0.0173
0.9625 1.3293 0.0002 1.9599 0.0168
0.9640 1.3061 0.0001 1.9627 0.0163
0.9656 1.2832 0.0001 1.9654 0.0159
0.9671 1.2604 0.0001 1.9680 0.0155
0.9687 1.2378 0.0001 1.9704 0.0151
0.9702 1.2154 0.0001 1.9727 0.0147
0.9718 1.1932 0.0001 1.9750 0.0143
0.9733 1.1713 0.0001 1.9771 0.0139
0.9749 1.1495 0.0001 1.9790 0.0135
0.9764 1.1280 0.0001 1.9809 0.0131
0.9780 1.1066 0.0001 1.9827 0.0128
0.9795 1.0855 0.0001 1.9843 0.0124
0.9811 1.0647 0.0001 1.9858 0.0121
0.9826 1.0440 0.0001 1.9872 0.0118
0.9842 1.0236 0.0001 1.9885 0.0114
0.9857 1.0034 0.0001 1.9896 0.0111
0.9873 0.9834 0.0001 1.9907 0.0108
0.9888 0.9637 0.0001 1.9916 0.0105
0.9904 0.9442 0.0001 1.9924 0.0102
0.9919 0.9250 0.0001 1.9931 0.0099
0.9935 0.9060 0.0001 1.9937 0.0097
0.9950 0.8872 0.0001 1.9941 0.0094
0.9966 0.8687 0.0001 1.9944 0.0091
0.9981 0.8505 0.0001 1.9946 0.0089
0.9997 0.8324 0.0001 1.9947 0.0086
1.0013 0.8147 0.0000 1.9947 0.0084
1.0028 0.7971 0.0000 1.9945 0.0081
1.0044 0.7798 0.0000 1.9942 0.0079
1.0059 0.7628 0.0000 1.9938 0.0077
1.0075 0.7460 0.0000 1.9933 0.0075
1.0090 0.7295 0.0000 1.9927 0.0072
1.0106 0.7132 0.0000 1.9919 0.0070
1.0121 0.6971 0.0000 1.9911 0.0068
1.0137 0.6813 0.0000 1.9901 0.0066
1.0152 0.6658 0.0000 1.9890 0.0064
1.0168 0.6505 0.0000 1.9877 0.0063
1.0183 0.6354 0.0000 1.9864 0.0061
1.0199 0.6206 0.0000 1.9849 0.0059
1.0214 0.6060 0.0000 1.9833 0.0057
1.0230 0.5917 0.0000 1.9816 0.0056
1.0245 0.5776 0.0000 1.9798 0.0054
1.0261 0.5638 0.0000 1.9778 0.0052
1.0276 0.5501 0.0000 1.9758 0.0051
1.0292 0.5368 0.0000 1.9736 0.0049
1.0307 0.5237 0.0000 1.9713 0.0048
1.0323 0.5108 0.0000 1.9689 0.0046
1.0338 0.4981 0.0000 1.9664 0.0045
1.0354 0.4857 0.0000 1.9638 0.0044
1.0369 0.4735 0.0000 1.9610 0.0042
1.0385 0.4615 0.0000 1.9582 0.0041
1.0400 0.4498 0.0000 1.9552 0.0040
1.0416 0.4383 0.0000 1.9521 0.0039
1.0431 0.4270 0.0000 1.9489 0.0037
1.0447 0.4159 0.0000 1.9456 0.0036
1.0462 0.4051 0.0000 1.9421 0.0035
1.0478 0.3944 0.0000 1.9386 0.0034
1.0493 0.3840 0.0000 1.9350 0.0033
1.0509 0.3738 0.0000 1.9312 0.0032
1.0524 0.3638 0.0000 1.9273 0.0031
1.0540 0.3540 0.0000 1.9234 0.0030
1.0555 0.3444 0.0000 1.9193 0.0029
1.0571 0.3351 0.0000 1.9151 0.0028
1.0586 0.3259 0.0000 1.9108 0.0027
1.0602 0.3169 0.0000 1.9064 0.0027
1.0617 0.3081 0.0000 1.9019 0.0026
1.0633 0.2995 0.0000 1.8973 0.0025
1.0648 0.2911 0.0000 1.8926 0.0024
1.0664 0.2829 0.0000 1.8878 0.0023
1.0679 0.2749 0.0000 1.8829 0.0023
1.0695 0.2671 0.0000 1.8779 0.0022
1.0710 0.2594 0.0000 1.8728 0.0021
1.0726 0.2519 0.0000 1.8676 0.0021
1.0741 0.2446 0.0000 1.8623 0.0020
1.0757 0.2375 0.0000 1.8569 0.0019
1.0772 0.2305 0.0000 1.8514 0.0019
1.0788 0.2237 0.0000 1.8458 0.0018
1.0803 0.2171 0.0000 1.8401 0.0018
1.0819 0.2106 0.0000 1.8343 0.0017
1.0834 0.2043 0.0000 1.8284 0.0016
1.0850 0.1981 0.0000 1.8225 0.0016
1.0865 0.1921 0.0000 1.8164 0.0015
1.0881 0.1863 0.0000 1.8103 0.0015
1.0896 0.1806 0.0000 1.8041 0.0014
1.0912 0.1750 0.0000 1.7978 0.0014
1.0927 0.1696 0.0000 1.7914 0.0013
1.0943 0.1643 0.0000 1.7849 0.0013
1.0958 0.1592 0.0000 1.7783 0.0013
1.0974 0.1542 0.0000 1.7717 0.0012
1.0989 0.1493 0.0000 1.7649 0.0012
1.1005 0.1446 0.0000 1.7581 0.0011
1.1021 0.1399 0.0000 1.7512 0.0011
1.1036 0.1354 0.0000 1.7443 0.0011
1.1052 0.1311 0.0000 1.7372 0.0010
1.1067 0.1268 0.0000 1.7301 0.0010
1.1083 0.1227 0.0000 1.7229 0.0010
1.1098 0.1187 0.0000 1.7156 0.0009
1.1114 0.1148 0.0000 1.7083 0.0009
1.1129 0.1110 0.0000 1.7009 0.0009
1.1145 0.1073 0.0000 1.6934 0.0008
1.1160 0.1037 0.0000 1.6859 0.0008
1.1176 0.1002 0.0000 1.6782 0.0008
1.1191 0.0969 0.0000 1.6706 0.0008
1.1207 0.0936 0.0000 1.6628 0.0007
1.1222 0.0904 0.0000 1.6550 0.0007
1.1238 0.0873 0.0000 1.6471 0.0007
1.1253 0.0843 0.0000 1.6392 0.0007
1.1269 0.0814 0.0000 1.6312 0.0006
1.1284 0.0786 0.0000 1.6232 0.0006
1.1300 0.0758 0.0000 1.6150 0.0006
1.1315 0.0732 0.0000 1.6069 0.0006
1.1331 0.0706 0.0000 1.5987 0.0006
1.1346 0.0681 0.0000 1.5904 0.0005
1.1362 0.0657 0.0000 1.5821 0.0005
1.1377 0.0634 0.0000 1.5737 0.0005
1.1393 0.0611 0.0000 1.5653 0.0005
1.1408 0.0589 0.0000 1.5568 0.0005
1.1424 0.0568 0.0000 1.5483 0.0004
1.1439 0.0547 0.0000 1.5397 0.0004
1.1455 0.0527 0.0000 1.5311 0.0004
1.1470 0.0508 0.0000 1.5224 0.0004
1.1486 0.0489 0.0000 1.5137 0.0004
1.1501 0.0471 0.0000 1.5050 0.0004
1.1517 0.0454 0.0000 1.4962 0.0004
1.1532 0.0437 0.0000 1.4874 0.0003
1.1548 0.0420 0.0000 1.4785 0.0003
1.1563 0.0405 0.0000 1.4696 0.0003
1.1579 0.0389 0.0000 1.4607 0.0003
1.1594 0.0375 0.0000 1.4518 0.0003
1.1610 0.0360 0.0000 1.4428 0.0003
1.1625 0.0347 0.0000 1.4338 0.0003
1.1641 0.0333 0.0000 1.4247 0.0003
1.1656 0.0320 0.0000 1.4156 0.0003
1.1672 0.0308 0.0000 1.4065 0.0003
1.1687 0.0296 0.0000 1.3974 0.0002
1.1703 0.0285 0.0000 1.3882 0.0002
1.1718 0.0273 0.0000 1.3791 0.0002
1.1734 0.0263 0.0000 1.3699 0.0002
1.1749 0.0252 0.0000 1.3606 0.0002
1.1765 0.0242 0.0000 1.3514 0.0002
1.1780 0.0233 0.0000 1.3422 0.0002
1.1796 0.0223 0.0000 1.3329 0.0002
1.1811 0.0214 0.0000 1.3236 0.0002
1.1827 0.0206 0.0000 1.3143 0.0002
1.1842 0.0197 0.0000 1.3050 0.0002
1.1858 0.0189 0.0000 1.2956 0.0002
1.1873 0.0182 0.0000 1.2863 0.0002
1.1889 0.0174 0.0000 1.2770 0.0001
1.1904 0.0167 0.0000 1.2676 0.0001
1.1920 0.0160 0.0000 1.2582 0.0001
1.1935 0.0154 0.0000 1.2489 0.0001
1.1951 0.0147 0.0000 1.2395 0.0001
1.1966 0.0141 0.0000 1.2301 0.0001
1.1982 0.0135 0.0000 1.2207 0.0001
1.1997 0.0129 0.0000 1.2114 0.0001
1.2013 0.0124 0.0000 1.2020 0.0001
1.2029 0.0119 0.0000 1.1926 0.0001
1.2044 0.0114 0.0000 1.1832 0.0001
1.2060 0.0109 0.0000 1.1739 0.0001
1.2075 0.0104 0.0000 1.1645 0.0001
1.2091 0.0100 0.0000 1.1551 0.0001
1.2106 0.0095 0.0000 1.1458 0.0001
1.2122 0.0091 0.0000 1.1364 0.0001
1.2137 0.0087 0.0000 1.1271 0.0001
1.2153 0.0083 0.0000 1.1177 0.0001
1.2168 0.0080 0.0000 1.1084 0.0001
1.2184 0.0076 0.0000 1.0991 0.0001
1.2199 0.0073 0.0000 1.0898 0.0001
1.2215 0.0070 0.0000 1.0805 0.0001
1.2230 0.0067 0.0000 1.0712 0.0001
1.2246 0.0064 0.0000 1.0620 0.0001
1.2261 0.0061 0.0000 1.0528 0.0001
1.2277 0.0058 0.0000 1.0435 0.0001
1.2292 0.0055 0.0000 1.0343 0.0001
1.2308 0.0053 0.0000 1.0252 0.0001
1.2323 0.0051 0.0000 1.0160 0.0001
1.2339 0.0048 0.0000 1.0069 0.0000
1.2354 0.0046 0.0000 0.9977 0.0000
1.2370 0.0044 0.0000 0.9886 0.0000
1.2385 0.0042 0.0000 0.9796 0.0000
1.2401 0.0040 0.0000 0.9705 0.0000
1.2416 0.0038 0.0000 0.9615 0.0000
1.2432 0.0036 0.0000 0.9525 0.0000
1.2447 0.0035 0.0000 0.9435 0.0000
1.2463 0.0033 0.0000 0.9346 0.0000
1.2478 0.0031 0.0000 0.9257 0.0000
1.2494 0.0030 0.0000 0.9168 0.0000
1.2509 0.0029 0.0000 0.9080 0.0000
1.2525 0.0027 0.0000 0.8992 0.0000
1.2540 0.0026 0.0000 0.8904 0.0000
1.2556 0.0025 0.0000 0.8816 0.0000
1.2571 0.0023 0.0000 0.8729 0.0000
1.2587 0.0022 0.0000 0.8642 0.0000
1.2602 0.0021 0.0000 0.8556 0.0000
1.2618 0.0020 0.0000 0.8469 0.0000
1.2633 0.0019 0.0000 0.8384 0.0000
1.2649 0.0018 0.0000 0.8298 0.0000
1.2664 0.0017 0.0000 0.8213 0.0000
1.2680 0.0017 0.0000 0.8129 0.0000
1.2695 0.0016 0.0000 0.8044 0.0000
1.2711 0.0015 0.0000 0.7961 0.0000
1.2726 0.0014 0.0000 0.7877 0.0000
1.2742 0.0014 0.0000 0.7794 0.0000
1.2757 0.0013 0.0000 0.7711 0.0000
1.2773 0.0012 0.0000 0.7629 0.0000
1.2788 0.0012 0.0000 0.7547 0.0000
1.2804 0.0011 0.0000 0.7466 0.0000
1.2819 0.0010 0.0000 0.7385 0.0000
1.2835 0.0010 0.0000 0.7304 0.0000
1.2850 0.0009 0.0000 0.7224 0.0000
1.2866 0.0009 0.0000 0.7145 0.0000
1.2881 0.0008 0.0000 0.7066 0.0000
1.2897 0.0008 0.0000 0.6987 0.0000
1.2912 0.0008 0.0000 0.6909 0.0000
1.2928 0.0007 0.0000 0.6831 0.0000
1.2943 0.0007 0.0000 0.6754 0.0000
1.2959 0.0007 0.0000 0.6677 0.0000
1.2974 0.0006 0.0000 0.6600 0.0000
1.2990 0.0006 0.0000 0.6525 0.0000
1.3006 0.0006 0.0000 0.6449 0.0000
1.3021 0.0005 0.0000 0.6374 0.0000
1.3037 0.0005 0.0000 0.6300 0.0000
1.3052 0.0005 0.0000 0.6226 0.0000
1.3068 0.0004 0.0000 0.6153 0.0000
1.3083 0.0004 0.0000 0.6080 0.0000
1.3099 0.0004 0.0000 0.6007 0.0000
1.3114 0.0004 0.0000 0.5935 0.0000
1.3130 0.0004 0.0000 0.5864 0.0000
1.3145 0.0003 0.0000 0.5793 0.0000
1.3161 0.0003 0.0000 0.5723 0.0000
1.3176 0.0003 0.0000 0.5653 0.0000
1.3192 0.0003 0.0000 0.5583 0.0000
1.3207 0.0003 0.0000 0.5515 0.0000
1.3223 0.0003 0.0000 0.5446 0.0000
1.3238 0.0002 0.0000 0.5378 0.0000
1.3254 0.0002 0.0000 0.5311 0.0000
1.3269 0.0002 0.0000 0.5244 0.0000
1.3285 0.0002 0.0000 0.5178 0.0000
1.3300 0.0002 0.0000 0.5113 0.0000
1.3316 0.0002 0.0000 0.5047 0.0000
1.3331 0.0002 0.0000 0.4983 0.0000
1.3347 0.0002 0.0000 0.4919 0.0000
1.3362 0.0002 0.0000 0.4855 0.0000
1.3378 0.0001 0.0000 0.4792 0.0000
1.3393 0.0001 0.0000 0.4730 0.0000
1.3409 0.0001 0.0000 0.4668 0.0000
1.3424 0.0001 0.0000 0.4606 0.0000
1.3440 0.0001 0.0000 0.4545 0.0000
1.3455 0.0001 0.0000 0.4485 0.0000
1.3471 0.0001 0.0000 0.4425 0.0000
1.3486 0.0001 0.0000 0.4366 0.0000
1.3502 0.0001 0.0000 0.4307 0.0000
1.3517 0.0001 0.0000 0.4249 0.0000
1.3533 0.0001 0.0000 0.4191 0.0000
1.3548 0.0001 0.0000 0.4134 0.0000
1.3564 0.0001 0.0000 0.4078 0.0000
1.3579 0.0001 0.0000 0.4022 0.0000
1.3595 0.0001 0.0000 0.3966 0.0000
1.3610 0.0001 0.0000 0.3911 0.0000
1.3626 0.0001 0.0000 0.3857 0.0000
1.3641 0.0001 0.0000 0.3803 0.0000
1.3657 0.0000 0.0000 0.3749 0.0000
1.3672 0.0000 0.0000 0.3696 0.0000
1.3688 0.0000 0.0000 0.3644 0.0000
1.3703 0.0000 0.0000 0.3592 0.0000
1.3719 0.0000 0.0000 0.3541 0.0000
1.3734 0.0000 0.0000 0.3490 0.0000
1.3750 0.0000 0.0000 0.3440 0.0000
1.3765 0.0000 0.0000 0.3390 0.0000
1.3781 0.0000 0.0000 0.3341 0.0000
1.3796 0.0000 0.0000 0.3292 0.0000
1.3812 0.0000 0.0000 0.3244 0.0000
1.3827 0.0000 0.0000 0.3196 0.0000
1.3843 0.0000 0.0000 0.3149 0.0000
1.3858 0.0000 0.0000 0.3102 0.0000
1.3874 0.0000 0.0000 0.3056 0.0000
1.3889 0.0000 0.0000 0.3011 0.0000
1.3905 0.0000 0.0000 0.2965 0.0000
1.3920 0.0000 0.0000 0.2921 0.0000
1.3936 0.0000 0.0000 0.2877 0.0000
1.3951 0.0000 0.0000 0.2833 0.0000
1.3967 0.0000 0.0000 0.2790 0.0000
1.3982 0.0000 0.0000 0.2747 0.0000
1.3998 0.0000 0.0000 0.2705 0.0000
1.4014 0.0000 0.0000 0.2663 0.0000
1.4029 0.0000 0.0000 0.2622 0.0000
1.4045 0.0000 0.0000 0.2581 0.0000
1.4060 0.0000 0.0000 0.2541 0.0000
1.4076 0.0000 0.0000 0.2501 0.0000
1.4091 0.0000 0.0000 0.2462 0.0000
1.4107 0.0000 0.0000 0.2423 0.0000
1.4122 0.0000 0.0000 0.2385 0.0000
1.4138 0.0000 0.0000 0.2347 0.0000
1.4153 0.0000 0.0000 0.2310 0.0000
1.4169 0.0000 0.0000 0.2273 0.0000
1.4184 0.0000 0.0000 0.2236 0.0000
1.4200 0.0000 0.0000 0.2200 0.0000
1.4215 0.0000 0.0000 0.2165 0.0000
1.4231 0.0000 0.0000 0.2129 0.0000
1.4246 0.0000 0.0000 0.2095 0.0000
1.4262 0.0000 0.0000 0.2060 0.0000
1.4277 0.0000 0.0000 0.2027 0.0000
1.4293 0.0000 0.0000 0.1993 0.0000
1.4308 0.0000 0.0000 0.1960 0.0000
1.4324 0.0000 0.0000 0.1928 0.0000
1.4339 0.0000 0.0000 0.1896 0.0000
1.4355 0.0000 0.0000 0.1864 0.0000
1.4370 0.0000 0.0000 0.1833 0.0000
1.4386 0.0000 0.0000 0.1802 0.0000
1.4401 0.0000 0.0000 0.1771 0.0000
1.4417 0.0000 0.0000 0.1741 0.0000
1.4432 0.0000 0.0000 0.1712 0.0000
1.4448 0.0000 0.0000 0.1683 0.0000
1.4463 0.0000 0.0000 0.1654 0.0000
1.4479 0.0000 0.0000 0.1625 0.0000
1.4494 0.0000 0.0000 0.1597 0.0000
1.4510 0.0000 0.0000 0.1570 0.0000
1.4525 0.0000 0.0000 0.1542 0.0000
1.4541 0.0000 0.0000 0.1516 0.0000
1.4556 0.0000 0.0000 0.1489 0.0000
1.4572 0.0000 0.0000 0.1463 0.0000
1.4587 0.0000 0.0000 0.1437 0.0000
1.4603 0.0000 0.0000 0.1412 0.0000
1.4618 0.0000 0.0000 0.1387 0.0000
1.4634 0.0000 0.0000 0.1362 0.0000
1.4649 0.0000 0.0000 0.1338 0.0000
1.4665 0.0000 0.0000 0.1314 0.0000
1.4680 0.0000 0.0000 0.1290 0.0000
1.4696 0.0000 0.0000 0.1267 0.0000
1.4711 0.0000 0.0000 0.1244 0.0000
1.4727 0.0000 0.0000 0.1222 0.0000
1.4742 0.0000 0.0000 0.1199 0.0000
1.4758 0.0000 0.0000 0.1178 0.0000
1.4773 0.0000 0.0000 0.1156 0.0000
1.4789 0.0000 0.0000 0.1135 0.0000
1.4804 0.0000 0.0000 0.1114 0.0000
1.4820 0.0000 0.0000 0.1093 0.0000
1.4835 0.0000 0.0000 0.1073 0.0000
1.4851 0.0000 0.0000 0.1053 0.0000
1.4866 0.0000 0.0000 0.1033 0.0000
1.4882 0.0000 0.0000 0.1014 0.0000
1.4897 0.0000 0.0000 0.0995 0.0000
1.4913 0.0000 0.0000 0.0976 0.0000
1.4928 0.0000 0.0000 0.0958 0.0000
1.4944 0.0000 0.0000 0.0940 0.0000
1.4959 0.0000 0.0000 0.0922 0.0000
1.4975 0.0000 0.0000 0.0904 0.0000
1.4990 0.0000 0.0000 0.0887 0.0000
1.5006 0.0000 0.0000 0.0870 0.0000
1.5022 0.0000 0.0000 0.0853 0.0000
1.5037 0.0000 0.0000 0.0837 0.0000
1.5053 0.0000 0.0000 0.0820 0.0000
1.5068 0.0000 0.0000 0.0804 0.0000
1.5084 0.0000 0.0000 0.0789 0.0000
1.5099 0.0000 0.0000 0.0773 0.0000
1.5115 0.0000 0.0000 0.0758 0.0000
1.5130 0.0000 0.0000 0.0743 0.0000
1.5146 0.0000 0.0000 0.0729 0.0000
1.5161 0.0000 0.0000 0.0714 0.0000
1.5177 0.0000 0.0000 0.0700 0.0000
1.5192 0.0000 0.0000 0.0686 0.0000
1.5208 0.0000 0.0000 0.0672 0.0000
1.5223 0.0000 0.0000 0.0659 0.0000
1.5239 0.0000 0.0000 0.0646 0.0000
1.5254 0.0000 0.0000 0.0633 0.0000
1.5270 0.0000 0.0000 0.0620 0.0000
1.5285 0.0000 0.0000 0.0607 0.0000
1.5301 0.0000 0.0000 0.0595 0.0000
1.5316 0.0000 0.0000 0.0583 0.0000
1.5332 0.0000 0.0000 0.0571 0.0000
1.5347 0.0000 0.0000 0.0559 0.0000
1.5363 0.0000 0.0000 0.0548 0.0000
1.5378 0.0000 0.0000 0.0537 0.0000
1.5394 0.0000 0.0000 0.0525 0.0000
1.5409 0.0000 0.0000 0.0515 0.0000
1.5425 0.0000 0.0000 0.0504 0.0000
1.5440 0.0000 0.0000 0.0493 0.0000
1.5456 0.0000 0.0000 0.0483 0.0000
1.5471 0.0000 0.0000 0.0473 0.0000
1.5487 0.0000 0.0000 0.0463 0.0000
1.5502 0.0000 0.0000 0.0453 0.0000
1.5518 0.0000 0.0000 0.0444 0.0000
1.5533 0.0000 0.0000 0.0434 0.0000
1.5549 0.0000 0.0000 0.0425 0.0000
1.5564 0.0000 0.0000 0.0416 0.0000
1.5580 0.0000 0.0000 0.0407 0.0000
1.5595 0.0000 0.0000 0.0398 0.0000
1.5611 0.0000 0.0000 0.0390 0.0000
1.5626 0.0000 0.0000 0.0381 0.0000
1.5642 0.0000 0.0000 0.0373 0.0000
1.5657 0.0000 0.0000 0.0365 0.0000
1.5673 0.0000 0.0000 0.0357 0.0000
1.5688 0.0000 0.0000 0.0349 0.0000
1.5704 0.0000 0.0000 0.0342 0.0000
1.5719 0.0000 0.0000 0.0334 0.0000
1.5735 0.0000 0.0000 0.0327 0.0000
1.5750 0.0000 0.0000 0.0320 0.0000
1.5766 0.0000 0.0000 0.0313 0.0000
1.5781 0.0000 0.0000 0.0306 0.0000
1.5797 0.0000 0.0000 0.0299 0.0000
1.5812 0.0000 0.0000 0.0292 0.0000
1.5828 0.0000 0.0000 0.0286 0.0000
1.5843 0.0000 0.0000 0.0279 0.0000
1.5859 0.0000 0.0000 0.0273 0.0000
1.5874 0.0000 0.0000 0.0267 0.0000
1.5890 0.0000 0.0000 0.0261 0.0000
1.5905 0.0000 0.0000 0.0255 0.0000
1.5921 0.0000 0.0000 0.0249 0.0000
1.5936 0.0000 0.0000 0.0244 0.0000
1.5952 0.0000 0.0000 0.0238 0.0000
1.5967 0.0000 0.0000 0.0233 0.0000
1.5983 0.0000 0.0000 0.0227 0.0000
1.5998 0.0000 0.0000 0.0222 0.0000
1.6014 0.0000 0.0000 0.0217 0.0000
1.6030 0.0000 0.0000 0.0212 0.0000
1.6045 0.0000 0.0000 0.0207 0.0000
1.6061 0.0000 0.0000 0.0202 0.0000
1.6076 0.0000 0.0000 0.0198 0.0000
1.6092 0.0000 0.0000 0.0193 0.0000
1.6107 0.0000 0.0000 0.0188 0.0000
1.6123 0.0000 0.0000 0.0184 0.0000
1.6138 0.0000 0.0000 0.0180 0.0000
1.6154 0.0000 0.0000 0.0175 0.0000
1.6169 0.0000 0.0000 0.0171 0.0000
1.6185 0.0000 0.0000 0.0167 0.0000
1.6200 0.0000 0.0000 0.0163 0.0000
1.6216 0.0000 0.0000 0.0159 0.0000
1.6231 0.0000 0.0000 0.0156 0.0000
1.6247 0.0000 0.0000 0.0152 0.0000
1.6262 0.0000 0.0000 0.0148 0.0000
1.6278 0.0000 0.0000 0.0145 0.0000
1.6293 0.0000 0.0000 0.0141 0.0000
1.6309 0.0000 0.0000 0.0138 0.0000
1.6324 0.0000 0.0000 0.0134 0.0000
1.6340 0.0000 0.0000 0.0131 0.0000
1.6355 0.0000 0.0000 0.0128 0.0000
1.6371 0.0000 0.0000 0.0125 0.0000
1.6386 0.0000 0.0000 0.0122 0.0000
1.6402 0.0000 0.0000 0.0119 0.0000
1.6417 0.0000 0.0000 0.0116 0.0000
1.6433 0.0000 0.0000 0.0113 0.0000
1.6448 0.0000 0.0000 0.0110 0.0000
1.6464 0.0000 0.0000 0.0108 0.0000
1.6479 0.0000 0.0000 0.0105 0.0000
1.6495 0.0000 0.0000 0.0102 0.0000
1.6510 0.0000 0.0000 0.0100 0.0000
1.6526 0.0000 0.0000 0.0097 0.0000
1.6541 0.0000 0.0000 0.0095 0.0000
1.6557 0.0000 0.0000 0.0092 0.0000
1.6572 0.0000 0.0000 0.0090 0.0000
1.6588 0.0000 0.0000 0.0088 0.0000
