x user attacker FAR FRR threshold
0.4585 0.3429 1.9816 0.0000 0.3429 0.5000
0.4595 0.3505 1.9732 0.0000 0.3505 0.5000
0.4605 0.3584 1.9647 0.0000 0.3584 0.5000
0.4615 0.3663 1.9562 0.0000 0.3663 0.5000
0.4625 0.3744 1.9476 0.0000 0.3744 0.5000
0.4635 0.3826 1.9391 0.0000 0.3826 0.5000
0.4645 0.3910 1.9304 0.0000 0.3910 0.5000
0.4655 0.3995 1.9218 0.0000 0.3995 0.5000
0.4665 0.4081 1.9131 0.0000 0.4081 0.5000
0.4675 0.4169 1.9043 0.0000 0.4169 0.5000
0.4685 0.4259 1.8956 0.0000 0.4259 0.5000
0.4695 0.4350 1.8868 0.0000 0.4350 0.5000
0.4705 0.4442 1.8780 0.0000 0.4442 0.5000
0.4715 0.4536 1.8691 0.0000 0.4536 0.5000
0.4725 0.4631 1.8602 0.0000 0.4631 0.5000
0.4735 0.4728 1.8513 0.0000 0.4728 0.5000
0.4745 0.4827 1.8423 0.0000 0.4827 0.5000
0.4755 0.4927 1.8333 0.0000 0.4927 0.5000
0.4765 0.5029 1.8243 0.0000 0.5029 0.5000
0.4775 0.5132 1.8153 0.0000 0.5132 0.5000
0.4785 0.5237 1.8062 0.0000 0.5237 0.5000
0.4795 0.5343 1.7972 0.0000 0.5343 0.5000
0.4805 0.5451 1.7880 0.0000 0.5451 0.5000
0.4815 0.5561 1.7789 0.0000 0.5561 0.5000
0.4825 0.5672 1.7697 0.0000 0.5672 0.5000
0.4835 0.5785 1.7606 0.0000 0.5785 0.5000
0.4845 0.5900 1.7514 0.0000 0.5900 0.5000
0.4855 0.6016 1.7422 0.0000 0.6016 0.5000
0.4865 0.6134 1.7329 0.0000 0.6134 0.5000
0.4875 0.6254 1.7237 0.0000 0.6254 0.5000
0.4885 0.6375 1.7144 0.0000 0.6375 0.5000
0.4895 0.6498 1.7051 0.0000 0.6498 0.5000
0.4905 0.6623 1.6958 0.0000 0.6623 0.5000
0.4915 0.6749 1.6865 0.0000 0.6749 0.5000
0.4925 0.6878 1.6771 0.0000 0.6878 0.5000
0.4935 0.7008 1.6678 0.0000 0.7008 0.5000
0.4945 0.7139 1.6584 0.0000 0.7139 0.5000
0.4955 0.7273 1.6490 0.0000 0.7273 0.5000
0.4965 0.7408 1.6396 0.0000 0.7408 0.5000
0.4975 0.7545 1.6302 0.0000 0.7545 0.5000
0.4985 0.7684 1.6208 0.0000 0.7684 0.5000
0.4995 0.7824 1.6114 0.0000 0.7824 0.5000
0.5005 0.7966 1.6020 1.6020 0.0000 0.5000
0.5015 0.8110 1.5926 1.5926 0.0000 0.5000
0.5025 0.8256 1.5831 1.5831 0.0000 0.5000
0.5035 0.8404 1.5737 1.5737 0.0000 0.5000
0.5045 0.8553 1.5642 1.5642 0.0000 0.5000
0.5055 0.8704 1.5548 1.5548 0.0000 0.5000
0.5065 0.8857 1.5453 1.5453 0.0000 0.5000
0.5075 0.9012 1.5359 1.5359 0.0000 0.5000
0.5085 0.9168 1.5264 1.5264 0.0000 0.5000
0.5095 0.9327 1.5170 1.5170 0.0000 0.5000
0.5105 0.9487 1.5075 1.5075 0.0000 0.5000
0.5115 0.9649 1.4980 1.4980 0.0000 0.5000
0.5125 0.9812 1.4886 1.4886 0.0000 0.5000
0.5135 0.9978 1.4791 1.4791 0.0000 0.5000
0.5145 1.0145 1.4697 1.4697 0.0000 0.5000
0.5155 1.0314 1.4602 1.4602 0.0000 0.5000
0.5165 1.0484 1.4508 1.4508 0.0000 0.5000
0.5175 1.0657 1.4413 1.4413 0.0000 0.5000
0.5185 1.0831 1.4319 1.4319 0.0000 0.5000
0.5195 1.1007 1.4224 1.4224 0.0000 0.5000
0.5205 1.1185 1.4130 1.4130 0.0000 0.5000
0.5215 1.1364 1.4036 1.4036 0.0000 0.5000
0.5225 1.1545 1.3942 1.3942 0.0000 0.5000
0.5235 1.1728 1.3848 1.3848 0.0000 0.5000
0.5245 1.1913 1.3754 1.3754 0.0000 0.5000
0.5255 1.2099 1.3660 1.3660 0.0000 0.5000
0.5265 1.2287 1.3566 1.3566 0.0000 0.5000
0.5275 1.2476 1.3473 1.3473 0.0000 0.5000
0.5285 1.2668 1.3379 1.3379 0.0000 0.5000
0.5295 1.2861 1.3286 1.3286 0.0000 0.5000
0.5305 1.3055 1.3193 1.3193 0.0000 0.5000
0.5315 1.3251 1.3100 1.3100 0.0000 0.5000
0.5325 1.3449 1.3007 1.3007 0.0000 0.5000
0.5335 1.3648 1.2914 1.2914 0.0000 0.5000
0.5345 1.3849 1.2822 1.2822 0.0000 0.5000
0.5355 1.4052 1.2729 1.2729 0.0000 0.5000
0.5365 1.4256 1.2637 1.2637 0.0000 0.5000
0.5375 1.4461 1.2545 1.2545 0.0000 0.5000
0.5385 1.4668 1.2453 1.2453 0.0000 0.5000
0.5395 1.4876 1.2361 1.2361 0.0000 0.5000
0.5405 1.5086 1.2270 1.2270 0.0000 0.5000
0.5415 1.5298 1.2178 1.2178 0.0000 0.5000
0.5425 1.5510 1.2087 1.2087 0.0000 0.5000
0.5435 1.5724 1.1996 1.1996 0.0000 0.5000
0.5445 1.5940 1.1906 1.1906 0.0000 0.5000
0.5455 1.6157 1.1815 1.1815 0.0000 0.5000
0.5465 1.6375 1.1725 1.1725 0.0000 0.5000
0.5475 1.6594 1.1635 1.1635 0.0000 0.5000
0.5485 1.6815 1.1545 1.1545 0.0000 0.5000
0.5495 1.7037 1.1456 1.1456 0.0000 0.5000
0.5506 1.7260 1.1367 1.1367 0.0000 0.5000
0.5516 1.7484 1.1277 1.1277 0.0000 0.5000
0.5526 1.7709 1.1189 1.1189 0.0000 0.5000
0.5536 1.7936 1.1100 1.1100 0.0000 0.5000
0.5546 1.8163 1.1012 1.1012 0.0000 0.5000
0.5556 1.8392 1.0924 1.0924 0.0000 0.5000
0.5566 1.8622 1.0836 1.0836 0.0000 0.5000
0.5576 1.8852 1.0749 1.0749 0.0000 0.5000
0.5586 1.9084 1.0662 1.0662 0.0000 0.5000
0.5596 1.9316 1.0575 1.0575 0.0000 0.5000
0.5606 1.9549 1.0489 1.0489 0.0000 0.5000
0.5616 1.9784 1.0402 1.0402 0.0000 0.5000
0.5626 2.0018 1.0317 1.0317 0.0000 0.5000
0.5636 2.0254 1.0231 1.0231 0.0000 0.5000
0.5646 2.0491 1.0146 1.0146 0.0000 0.5000
0.5656 2.0728 1.0061 1.0061 0.0000 0.5000
0.5666 2.0965 0.9976 0.9976 0.0000 0.5000
0.5676 2.1204 0.9892 0.9892 0.0000 0.5000
0.5686 2.1443 0.9808 0.9808 0.0000 0.5000
0.5696 2.1682 0.9724 0.9724 0.0000 0.5000
0.5706 2.1922 0.9641 0.9641 0.0000 0.5000
0.5716 2.2162 0.9558 0.9558 0.0000 0.5000
0.5726 2.2403 0.9475 0.9475 0.0000 0.5000
0.5736 2.2644 0.9393 0.9393 0.0000 0.5000
0.5746 2.2886 0.9311 0.9311 0.0000 0.5000
0.5756 2.3127 0.9229 0.9229 0.0000 0.5000
0.5766 2.3369 0.9148 0.9148 0.0000 0.5000
0.5776 2.3611 0.9067 0.9067 0.0000 0.5000
0.5786 2.3853 0.8987 0.8987 0.0000 0.5000
0.5796 2.4095 0.8907 0.8907 0.0000 0.5000
0.5806 2.4338 0.8827 0.8827 0.0000 0.5000
0.5816 2.4580 0.8747 0.8747 0.0000 0.5000
0.5826 2.4822 0.8668 0.8668 0.0000 0.5000
0.5836 2.5064 0.8590 0.8590 0.0000 0.5000
0.5846 2.5306 0.8512 0.8512 0.0000 0.5000
0.5856 2.5547 0.8434 0.8434 0.0000 0.5000
0.5866 2.5788 0.8356 0.8356 0.0000 0.5000
0.5876 2.6029 0.8279 0.8279 0.0000 0.5000
0.5886 2.6270 0.8202 0.8202 0.0000 0.5000
0.5896 2.6510 0.8126 0.8126 0.0000 0.5000
0.5906 2.6750 0.8050 0.8050 0.0000 0.5000
0.5916 2.6989 0.7975 0.7975 0.0000 0.5000
0.5926 2.7228 0.7899 0.7899 0.0000 0.5000
0.5936 2.7465 0.7825 0.7825 0.0000 0.5000
0.5946 2.7703 0.7750 0.7750 0.0000 0.5000
0.5956 2.7939 0.7676 0.7676 0.0000 0.5000
0.5966 2.8175 0.7603 0.7603 0.0000 0.5000
0.5976 2.8410 0.7530 0.7530 0.0000 0.5000
0.5986 2.8643 0.7457 0.7457 0.0000 0.5000
0.5996 2.8876 0.7385 0.7385 0.0000 0.5000
0.6006 2.9108 0.7313 0.7313 0.0000 0.5000
0.6016 2.9339 0.7242 0.7242 0.0000 0.5000
0.6026 2.9569 0.7171 0.7171 0.0000 0.5000
0.6036 2.9797 0.7100 0.7100 0.0000 0.5000
0.6046 3.0024 0.7030 0.7030 0.0000 0.5000
0.6056 3.0250 0.6960 0.6960 0.0000 0.5000
0.6066 3.0475 0.6891 0.6891 0.0000 0.5000
0.6076 3.0698 0.6822 0.6822 0.0000 0.5000
0.6086 3.0920 0.6753 0.6753 0.0000 0.5000
0.6096 3.1140 0.6685 0.6685 0.0000 0.5000
0.6106 3.1359 0.6617 0.6617 0.0000 0.5000
0.6116 3.1576 0.6550 0.6550 0.0000 0.5000
0.6126 3.1791 0.6483 0.6483 0.0000 0.5000
0.6136 3.2004 0.6417 0.6417 0.0000 0.5000
0.6146 3.2216 0.6351 0.6351 0.0000 0.5000
0.6156 3.2426 0.6286 0.6286 0.0000 0.5000
0.6166 3.2634 0.6221 0.6221 0.0000 0.5000
0.6176 3.2840 0.6156 0.6156 0.0000 0.5000
0.6186 3.3044 0.6092 0.6092 0.0000 0.5000
0.6196 3.3246 0.6028 0.6028 0.0000 0.5000
0.6206 3.3446 0.5965 0.5965 0.0000 0.5000
0.6216 3.3644 0.5902 0.5902 0.0000 0.5000
0.6226 3.3839 0.5839 0.5839 0.0000 0.5000
0.6236 3.4033 0.5777 0.5777 0.0000 0.5000
0.6246 3.4223 0.5716 0.5716 0.0000 0.5000
0.6256 3.4412 0.5654 0.5654 0.0000 0.5000
0.6266 3.4598 0.5594 0.5594 0.0000 0.5000
0.6276 3.4782 0.5533 0.5533 0.0000 0.5000
0.6286 3.4963 0.5474 0.5474 0.0000 0.5000
0.6296 3.5141 0.5414 0.5414 0.0000 0.5000
0.6306 3.5317 0.5355 0.5355 0.0000 0.5000
0.6316 3.5490 0.5297 0.5297 0.0000 0.5000
0.6326 3.5661 0.5239 0.5239 0.0000 0.5000
0.6336 3.5828 0.5181 0.5181 0.0000 0.5000
0.6346 3.5993 0.5124 0.5124 0.0000 0.5000
0.6356 3.6155 0.5067 0.5067 0.0000 0.5000
0.6366 3.6314 0.5010 0.5010 0.0000 0.5000
0.6376 3.6470 0.4955 0.4955 0.0000 0.5000
0.6386 3.6624 0.4899 0.4899 0.0000 0.5000
0.6396 3.6774 0.4844 0.4844 0.0000 0.5000
0.6406 3.6921 0.4789 0.4789 0.0000 0.5000
0.6416 3.7065 0.4735 0.4735 0.0000 0.5000
0.6426 3.7205 0.4681 0.4681 0.0000 0.5000
0.6436 3.7343 0.4628 0.4628 0.0000 0.5000
0.6446 3.7477 0.4575 0.4575 0.0000 0.5000
0.6456 3.7608 0.4523 0.4523 0.0000 0.5000
0.6466 3.7736 0.4470 0.4470 0.0000 0.5000
0.6476 3.7860 0.4419 0.4419 0.0000 0.5000
0.6486 3.7981 0.4368 0.4368 0.0000 0.5000
0.6496 3.8098 0.4317 0.4317 0.0000 0.5000
0.6507 3.8212 0.4266 0.4266 0.0000 0.5000
0.6517 3.8323 0.4217 0.4217 0.0000 0.5000
0.6527 3.8430 0.4167 0.4167 0.0000 0.5000
0.6537 3.8533 0.4118 0.4118 0.0000 0.5000
0.6547 3.8633 0.4069 0.4069 0.0000 0.5000
0.6557 3.8729 0.4021 0.4021 0.0000 0.5000
0.6567 3.8822 0.3973 0.3973 0.0000 0.5000
0.6577 3.8911 0.3926 0.3926 0.0000 0.5000
0.6587 3.8996 0.3879 0.3879 0.0000 0.5000
0.6597 3.9077 0.3832 0.3832 0.0000 0.5000
0.6607 3.9155 0.3786 0.3786 0.0000 0.5000
0.6617 3.9229 0.3740 0.3740 0.0000 0.5000
0.6627 3.9299 0.3695 0.3695 0.0000 0.5000
0.6637 3.9365 0.3650 0.3650 0.0000 0.5000
0.6647 3.9428 0.3605 0.3605 0.0000 0.5000
0.6657 3.9486 0.3561 0.3561 0.0000 0.5000
0.6667 3.9541 0.3517 0.3517 0.0000 0.5000
0.6677 3.9592 0.3474 0.3474 0.0000 0.5000
0.6687 3.9639 0.3431 0.3431 0.0000 0.5000
0.6697 3.9682 0.3388 0.3388 0.0000 0.5000
0.6707 3.9721 0.3346 0.3346 0.0000 0.5000
0.6717 3.9756 0.3304 0.3304 0.0000 0.5000
0.6727 3.9787 0.3263 0.3263 0.0000 0.5000
0.6737 3.9814 0.3222 0.3222 0.0000 0.5000
0.6747 3.9838 0.3182 0.3182 0.0000 0.5000
0.6757 3.9857 0.3141 0.3141 0.0000 0.5000
0.6767 3.9872 0.3102 0.3102 0.0000 0.5000
0.6777 3.9883 0.3062 0.3062 0.0000 0.5000
0.6787 3.9891 0.3023 0.3023 0.0000 0.5000
0.6797 3.9894 0.2984 0.2984 0.0000 0.5000
0.6807 3.9893 0.2946 0.2946 0.0000 0.5000
0.6817 3.9889 0.2908 0.2908 0.0000 0.5000
0.6827 3.9880 0.2871 0.2871 0.0000 0.5000
0.6837 3.9867 0.2834 0.2834 0.0000 0.5000
0.6847 3.9850 0.2797 0.2797 0.0000 0.5000
0.6857 3.9830 0.2760 0.2760 0.0000 0.5000
0.6867 3.9805 0.2724 0.2724 0.0000 0.5000
0.6877 3.9777 0.2689 0.2689 0.0000 0.5000
0.6887 3.9744 0.2653 0.2653 0.0000 0.5000
0.6897 3.9707 0.2618 0.2618 0.0000 0.5000
0.6907 3.9667 0.2584 0.2584 0.0000 0.5000
0.6917 3.9622 0.2549 0.2549 0.0000 0.5000
0.6927 3.9574 0.2516 0.2516 0.0000 0.5000
0.6937 3.9522 0.2482 0.2482 0.0000 0.5000
0.6947 3.9466 0.2449 0.2449 0.0000 0.5000
0.6957 3.9406 0.2416 0.2416 0.0000 0.5000
0.6967 3.9342 0.2384 0.2384 0.0000 0.5000
0.6977 3.9274 0.2351 0.2351 0.0000 0.5000
0.6987 3.9203 0.2320 0.2320 0.0000 0.5000
0.6997 3.9128 0.2288 0.2288 0.0000 0.5000
0.7007 3.9049 0.2257 0.2257 0.0000 0.5000
0.7017 3.8966 0.2226 0.2226 0.0000 0.5000
0.7027 3.8879 0.2196 0.2196 0.0000 0.5000
0.7037 3.8789 0.2166 0.2166 0.0000 0.5000
0.7047 3.8695 0.2136 0.2136 0.0000 0.5000
0.7057 3.8598 0.2106 0.2106 0.0000 0.5000
0.7067 3.8497 0.2077 0.2077 0.0000 0.5000
0.7077 3.8392 0.2049 0.2049 0.0000 0.5000
0.7087 3.8284 0.2020 0.2020 0.0000 0.5000
0.7097 3.8172 0.1992 0.1992 0.0000 0.5000
0.7107 3.8057 0.1964 0.1964 0.0000 0.5000
0.7117 3.7938 0.1936 0.1936 0.0000 0.5000
0.7127 3.7816 0.1909 0.1909 0.0000 0.5000
0.7137 3.7690 0.1882 0.1882 0.0000 0.5000
0.7147 3.7561 0.1856 0.1856 0.0000 0.5000
0.7157 3.7429 0.1829 0.1829 0.0000 0.5000
0.7167 3.7294 0.1803 0.1803 0.0000 0.5000
0.7177 3.7155 0.1778 0.1778 0.0000 0.5000
0.7187 3.7013 0.1752 0.1752 0.0000 0.5000
0.7197 3.6868 0.1727 0.1727 0.0000 0.5000
0.7207 3.6720 0.1702 0.1702 0.0000 0.5000
0.7217 3.6569 0.1678 0.1678 0.0000 0.5000
0.7227 3.6415 0.1654 0.1654 0.0000 0.5000
0.7237 3.6257 0.1630 0.1630 0.0000 0.5000
0.7247 3.6097 0.1606 0.1606 0.0000 0.5000
0.7257 3.5934 0.1582 0.1582 0.0000 0.5000
0.7267 3.5768 0.1559 0.1559 0.0000 0.5000
0.7277 3.5600 0.1537 0.1537 0.0000 0.5000
0.7287 3.5428 0.1514 0.1514 0.0000 0.5000
0.7297 3.5254 0.1492 0.1492 0.0000 0.5000
0.7307 3.5077 0.1470 0.1470 0.0000 0.5000
0.7317 3.4898 0.1448 0.1448 0.0000 0.5000
0.7327 3.4716 0.1426 0.1426 0.0000 0.5000
0.7337 3.4531 0.1405 0.1405 0.0000 0.5000
0.7347 3.4344 0.1384 0.1384 0.0000 0.5000
0.7357 3.4155 0.1364 0.1364 0.0000 0.5000
0.7367 3.3963 0.1343 0.1343 0.0000 0.5000
0.7377 3.3769 0.1323 0.1323 0.0000 0.5000
0.7387 3.3573 0.1303 0.1303 0.0000 0.5000
0.7397 3.3374 0.1283 0.1283 0.0000 0.5000
0.7407 3.3174 0.1264 0.1264 0.0000 0.5000
0.7417 3.2971 0.1245 0.1245 0.0000 0.5000
0.7427 3.2766 0.1226 0.1226 0.0000 0.5000
0.7437 3.2559 0.1207 0.1207 0.0000 0.5000
0.7447 3.2351 0.1189 0.1189 0.0000 0.5000
0.7457 3.2140 0.1170 0.1170 0.0000 0.5000
0.7467 3.1928 0.1152 0.1152 0.0000 0.5000
0.7477 3.1714 0.1135 0.1135 0.0000 0.5000
0.7487 3.1498 0.1117 0.1117 0.0000 0.5000
0.7497 3.1280 0.1100 0.1100 0.0000 0.5000
0.7508 3.1061 0.1083 0.1083 0.0000 0.5000
0.7518 3.0840 0.1066 0.1066 0.0000 0.5000
0.7528 3.0618 0.1049 0.1049 0.0000 0.5000
0.7538 3.0394 0.1033 0.1033 0.0000 0.5000
0.7548 3.0169 0.1017 0.1017 0.0000 0.5000
0.7558 2.9943 0.1001 0.1001 0.0000 0.5000
0.7568 2.9715 0.0985 0.0985 0.0000 0.5000
0.7578 2.9486 0.0969 0.0969 0.0000 0.5000
0.7588 2.9256 0.0954 0.0954 0.0000 0.5000
0.7598 2.9025 0.0939 0.0939 0.0000 0.5000
0.7608 2.8793 0.0924 0.0924 0.0000 0.5000
0.7618 2.8559 0.0909 0.0909 0.0000 0.5000
0.7628 2.8325 0.0895 0.0895 0.0000 0.5000
0.7638 2.8090 0.0880 0.0880 0.0000 0.5000
0.7648 2.7854 0.0866 0.0866 0.0000 0.5000
0.7658 2.7617 0.0852 0.0852 0.0000 0.5000
0.7668 2.7380 0.0838 0.0838 0.0000 0.5000
0.7678 2.7142 0.0825 0.0825 0.0000 0.5000
0.7688 2.6903 0.0811 0.0811 0.0000 0.5000
0.7698 2.6664 0.0798 0.0798 0.0000 0.5000
0.7708 2.6424 0.0785 0.0785 0.0000 0.5000
0.7718 2.6183 0.0772 0.0772 0.0000 0.5000
0.7728 2.5943 0.0760 0.0760 0.0000 0.5000
0.7738 2.5702 0.0747 0.0747 0.0000 0.5000
0.7748 2.5460 0.0735 0.0735 0.0000 0.5000
0.7758 2.5219 0.0723 0.0723 0.0000 0.5000
0.7768 2.4977 0.0711 0.0711 0.0000 0.5000
0.7778 2.4735 0.0699 0.0699 0.0000 0.5000
0.7788 2.4493 0.0688 0.0688 0.0000 0.5000
0.7798 2.4250 0.0676 0.0676 0.0000 0.5000
0.7808 2.4008 0.0665 0.0665 0.0000 0.5000
0.7818 2.3766 0.0654 0.0654 0.0000 0.5000
0.7828 2.3524 0.0643 0.0643 0.0000 0.5000
0.7838 2.3282 0.0632 0.0632 0.0000 0.5000
0.7848 2.3040 0.0621 0.0621 0.0000 0.5000
0.7858 2.2799 0.0611 0.0611 0.0000 0.5000
0.7868 2.2557 0.0600 0.0600 0.0000 0.5000
0.7878 2.2316 0.0590 0.0590 0.0000 0.5000
0.7888 2.2076 0.0580 0.0580 0.0000 0.5000
0.7898 2.1836 0.0570 0.0570 0.0000 0.5000
0.7908 2.1596 0.0561 0.0561 0.0000 0.5000
0.7918 2.1357 0.0551 0.0551 0.0000 0.5000
0.7928 2.1118 0.0542 0.0542 0.0000 0.5000
0.7938 2.0880 0.0532 0.0532 0.0000 0.5000
0.7948 2.0642 0.0523 0.0523 0.0000 0.5000
0.7958 2.0405 0.0514 0.0514 0.0000 0.5000
0.7968 2.0169 0.0505 0.0505 0.0000 0.5000
0.7978 1.9934 0.0496 0.0496 0.0000 0.5000
0.7988 1.9699 0.0488 0.0488 0.0000 0.5000
0.7998 1.9465 0.0479 0.0479 0.0000 0.5000
0.8008 1.9232 0.0471 0.0471 0.0000 0.5000
0.8018 1.9000 0.0463 0.0463 0.0000 0.5000
0.8028 1.8769 0.0455 0.0455 0.0000 0.5000
0.8038 1.8539 0.0447 0.0447 0.0000 0.5000
0.8048 1.8309 0.0439 0.0439 0.0000 0.5000
0.8058 1.8081 0.0431 0.0431 0.0000 0.5000
0.8068 1.7854 0.0423 0.0423 0.0000 0.5000
0.8078 1.7628 0.0416 0.0416 0.0000 0.5000
0.8088 1.7403 0.0409 0.0409 0.0000 0.5000
0.8098 1.7179 0.0401 0.0401 0.0000 0.5000
0.8108 1.6957 0.0394 0.0394 0.0000 0.5000
0.8118 1.6735 0.0387 0.0387 0.0000 0.5000
0.8128 1.6515 0.0380 0.0380 0.0000 0.5000
0.8138 1.6296 0.0373 0.0373 0.0000 0.5000
0.8148 1.6078 0.0367 0.0367 0.0000 0.5000
0.8158 1.5862 0.0360 0.0360 0.0000 0.5000
0.8168 1.5647 0.0353 0.0353 0.0000 0.5000
0.8178 1.5434 0.0347 0.0347 0.0000 0.5000
0.8188 1.5221 0.0341 0.0341 0.0000 0.5000
0.8198 1.5011 0.0335 0.0335 0.0000 0.5000
0.8208 1.4801 0.0328 0.0328 0.0000 0.5000
0.8218 1.4593 0.0322 0.0322 0.0000 0.5000
0.8228 1.4387 0.0317 0.0317 0.0000 0.5000
0.8238 1.4182 0.0311 0.0311 0.0000 0.5000
0.8248 1.3978 0.0305 0.0305 0.0000 0.5000
0.8258 1.3777 0.0299 0.0299 0.0000 0.5000
0.8268 1.3576 0.0294 0.0294 0.0000 0.5000
0.8278 1.3378 0.0288 0.0288 0.0000 0.5000
0.8288 1.3180 0.0283 0.0283 0.0000 0.5000
0.8298 1.2985 0.0278 0.0278 0.0000 0.5000
0.8308 1.2791 0.0273 0.0273 0.0000 0.5000
0.8318 1.2599 0.0268 0.0268 0.0000 0.5000
0.8328 1.2408 0.0263 0.0263 0.0000 0.5000
0.8338 1.2219 0.0258 0.0258 0.0000 0.5000
0.8348 1.2032 0.0253 0.0253 0.0000 0.5000
0.8358 1.1846 0.0248 0.0248 0.0000 0.5000
0.8368 1.1662 0.0243 0.0243 0.0000 0.5000
0.8378 1.1480 0.0239 0.0239 0.0000 0.5000
0.8388 1.1299 0.0234 0.0234 0.0000 0.5000
0.8398 1.1121 0.0230 0.0230 0.0000 0.5000
0.8408 1.0943 0.0226 0.0226 0.0000 0.5000
0.8418 1.0768 0.0221 0.0221 0.0000 0.5000
0.8428 1.0595 0.0217 0.0217 0.0000 0.5000
0.8438 1.0423 0.0213 0.0213 0.0000 0.5000
0.8448 1.0253 0.0209 0.0209 0.0000 0.5000
0.8458 1.0084 0.0205 0.0205 0.0000 0.5000
0.8468 0.9918 0.0201 0.0201 0.0000 0.5000
0.8478 0.9753 0.0197 0.0197 0.0000 0.5000
0.8488 0.9590 0.0193 0.0193 0.0000 0.5000
0.8498 0.9429 0.0189 0.0189 0.0000 0.5000
0.8509 0.9270 0.0186 0.0186 0.0000 0.5000
0.8519 0.9112 0.0182 0.0182 0.0000 0.5000
0.8529 0.8956 0.0179 0.0179 0.0000 0.5000
0.8539 0.8802 0.0175 0.0175 0.0000 0.5000
0.8549 0.8650 0.0172 0.0172 0.0000 0.5000
0.8559 0.8499 0.0168 0.0168 0.0000 0.5000
0.8569 0.8350 0.0165 0.0165 0.0000 0.5000
0.8579 0.8203 0.0162 0.0162 0.0000 0.5000
0.8589 0.8058 0.0159 0.0159 0.0000 0.5000
0.8599 0.7915 0.0156 0.0156 0.0000 0.5000
0.8609 0.7773 0.0152 0.0152 0.0000 0.5000
0.8619 0.7633 0.0149 0.0149 0.0000 0.5000
0.8629 0.7495 0.0146 0.0146 0.0000 0.5000
0.8639 0.7359 0.0144 0.0144 0.0000 0.5000
0.8649 0.7225 0.0141 0.0141 0.0000 0.5000
0.8659 0.7092 0.0138 0.0138 0.0000 0.5000
0.8669 0.6961 0.0135 0.0135 0.0000 0.5000
0.8679 0.6831 0.0132 0.0132 0.0000 0.5000
0.8689 0.6704 0.0130 0.0130 0.0000 0.5000
0.8699 0.6578 0.0127 0.0127 0.0000 0.5000
0.8709 0.6454 0.0125 0.0125 0.0000 0.5000
0.8719 0.6331 0.0122 0.0122 0.0000 0.5000
0.8729 0.6210 0.0120 0.0120 0.0000 0.5000
0.8739 0.6091 0.0117 0.0117 0.0000 0.5000
0.8749 0.5974 0.0115 0.0115 0.0000 0.5000
0.8759 0.5858 0.0112 0.0112 0.0000 0.5000
0.8769 0.5744 0.0110 0.0110 0.0000 0.5000
0.8779 0.5632 0.0108 0.0108 0.0000 0.5000
0.8789 0.5521 0.0106 0.0106 0.0000 0.5000
0.8799 0.5412 0.0104 0.0104 0.0000 0.5000
0.8809 0.5305 0.0101 0.0101 0.0000 0.5000
0.8819 0.5199 0.0099 0.0099 0.0000 0.5000
0.8829 0.5094 0.0097 0.0097 0.0000 0.5000
0.8839 0.4992 0.0095 0.0095 0.0000 0.5000
0.8849 0.4891 0.0093 0.0093 0.0000 0.5000
0.8859 0.4791 0.0091 0.0091 0.0000 0.5000
0.8869 0.4693 0.0089 0.0089 0.0000 0.5000
0.8879 0.4597 0.0088 0.0088 0.0000 0.5000
0.8889 0.4502 0.0086 0.0086 0.0000 0.5000
0.8899 0.4409 0.0084 0.0084 0.0000 0.5000
0.8909 0.4317 0.0082 0.0082 0.0000 0.5000
0.8919 0.4226 0.0081 0.0081 0.0000 0.5000
0.8929 0.4137 0.0079 0.0079 0.0000 0.5000
0.8939 0.4050 0.0077 0.0077 0.0000 0.5000
0.8949 0.3964 0.0076 0.0076 0.0000 0.5000
0.8959 0.3879 0.0074 0.0074 0.0000 0.5000
0.8969 0.3796 0.0072 0.0072 0.0000 0.5000
0.8979 0.3715 0.0071 0.0071 0.0000 0.5000
0.8989 0.3634 0.0069 0.0069 0.0000 0.5000
0.8999 0.3555 0.0068 0.0068 0.0000 0.5000
0.9009 0.3478 0.0066 0.0066 0.0000 0.5000
0.9019 0.3401 0.0065 0.0065 0.0000 0.5000
0.9029 0.3327 0.0064 0.0064 0.0000 0.5000
0.9039 0.3253 0.0062 0.0062 0.0000 0.5000
0.9049 0.3181 0.0061 0.0061 0.0000 0.5000
0.9059 0.3110 0.0060 0.0060 0.0000 0.5000
0.9069 0.3040 0.0058 0.0058 0.0000 0.5000
0.9079 0.2972 0.0057 0.0057 0.0000 0.5000
0.9089 0.2905 0.0056 0.0056 0.0000 0.5000
0.9099 0.2839 0.0055 0.0055 0.0000 0.5000
0.9109 0.2774 0.0053 0.0053 0.0000 0.5000
0.9119 0.2710 0.0052 0.0052 0.0000 0.5000
0.9129 0.2648 0.0051 0.0051 0.0000 0.5000
0.9139 0.2587 0.0050 0.0050 0.0000 0.5000
0.9149 0.2527 0.0049 0.0049 0.0000 0.5000
0.9159 0.2468 0.0048 0.0048 0.0000 0.5000
0.9169 0.2410 0.0047 0.0047 0.0000 0.5000
0.9179 0.2354 0.0046 0.0046 0.0000 0.5000
0.9189 0.2298 0.0045 0.0045 0.0000 0.5000
0.9199 0.2244 0.0044 0.0044 0.0000 0.5000
0.9209 0.2190 0.0043 0.0043 0.0000 0.5000
0.9219 0.2138 0.0042 0.0042 0.0000 0.5000
0.9229 0.2087 0.0041 0.0041 0.0000 0.5000
0.9239 0.2037 0.0040 0.0040 0.0000 0.5000
