x user attacker FAR FRR threshold
0.2072 0.0001 1.6743 0.0000 0.0001 0.5000
0.2082 0.0001 1.6837 0.0000 0.0001 0.5000
0.2092 0.0001 1.6930 0.0000 0.0001 0.5000
0.2102 0.0001 1.7023 0.0000 0.0001 0.5000
0.2112 0.0001 1.7116 0.0000 0.0001 0.5000
0.2122 0.0001 1.7209 0.0000 0.0001 0.5000
0.2132 0.0001 1.7301 0.0000 0.0001 0.5000
0.2142 0.0001 1.7394 0.0000 0.0001 0.5000
0.2152 0.0001 1.7486 0.0000 0.0001 0.5000
0.2162 0.0001 1.7578 0.0000 0.0001 0.5000
0.2172 0.0001 1.7670 0.0000 0.0001 0.5000
0.2182 0.0001 1.7762 0.0000 0.0001 0.5000
0.2192 0.0001 1.7853 0.0000 0.0001 0.5000
0.2202 0.0001 1.7944 0.0000 0.0001 0.5000
0.2212 0.0001 1.8035 0.0000 0.0001 0.5000
0.2222 0.0001 1.8126 0.0000 0.0001 0.5000
0.2232 0.0001 1.8216 0.0000 0.0001 0.5000
0.2242 0.0001 1.8306 0.0000 0.0001 0.5000
0.2252 0.0001 1.8396 0.0000 0.0001 0.5000
0.2262 0.0001 1.8486 0.0000 0.0001 0.5000
0.2272 0.0001 1.8575 0.0000 0.0001 0.5000
0.2282 0.0001 1.8664 0.0000 0.0001 0.5000
0.2292 0.0002 1.8753 0.0000 0.0002 0.5000
0.2302 0.0002 1.8841 0.0000 0.0002 0.5000
0.2312 0.0002 1.8929 0.0000 0.0002 0.5000
0.2322 0.0002 1.9017 0.0000 0.0002 0.5000
0.2332 0.0002 1.9105 0.0000 0.0002 0.5000
0.2342 0.0002 1.9192 0.0000 0.0002 0.5000
0.2352 0.0002 1.9278 0.0000 0.0002 0.5000
0.2362 0.0002 1.9365 0.0000 0.0002 0.5000
0.2372 0.0002 1.9451 0.0000 0.0002 0.5000
0.2382 0.0002 1.9536 0.0000 0.0002 0.5000
0.2392 0.0002 1.9621 0.0000 0.0002 0.5000
0.2402 0.0003 1.9706 0.0000 0.0003 0.5000
0.2412 0.0003 1.9791 0.0000 0.0003 0.5000
0.2422 0.0003 1.9874 0.0000 0.0003 0.5000
0.2432 0.0003 1.9958 0.0000 0.0003 0.5000
0.2442 0.0003 2.0041 0.0000 0.0003 0.5000
0.2452 0.0003 2.0124 0.0000 0.0003 0.5000
0.2462 0.0003 2.0206 0.0000 0.0003 0.5000
0.2472 0.0003 2.0288 0.0000 0.0003 0.5000
0.2482 0.0004 2.0369 0.0000 0.0004 0.5000
0.2492 0.0004 2.0450 0.0000 0.0004 0.5000
0.2503 0.0004 2.0530 0.0000 0.0004 0.5000
0.2513 0.0004 2.0610 0.0000 0.0004 0.5000
0.2523 0.0004 2.0689 0.0000 0.0004 0.5000
0.2533 0.0004 2.0768 0.0000 0.0004 0.5000
0.2543 0.0005 2.0846 0.0000 0.0005 0.5000
0.2553 0.0005 2.0924 0.0000 0.0005 0.5000
0.2563 0.0005 2.1001 0.0000 0.0005 0.5000
0.2573 0.0005 2.1078 0.0000 0.0005 0.5000
0.2583 0.0005 2.1154 0.0000 0.0005 0.5000
0.2593 0.0006 2.1230 0.0000 0.0006 0.5000
0.2603 0.0006 2.1305 0.0000 0.0006 0.5000
0.2613 0.0006 2.1379 0.0000 0.0006 0.5000
0.2623 0.0006 2.1453 0.0000 0.0006 0.5000
0.2633 0.0007 2.1527 0.0000 0.0007 0.5000
0.2643 0.0007 2.1599 0.0000 0.0007 0.5000
0.2653 0.0007 2.1671 0.0000 0.0007 0.5000
0.2663 0.0008 2.1743 0.0000 0.0008 0.5000
0.2673 0.0008 2.1814 0.0000 0.0008 0.5000
0.2683 0.0008 2.1884 0.0000 0.0008 0.5000
0.2693 0.0009 2.1954 0.0000 0.0009 0.5000
0.2703 0.0009 2.2023 0.0000 0.0009 0.5000
0.2713 0.0009 2.2091 0.0000 0.0009 0.5000
0.2723 0.0010 2.2159 0.0000 0.0010 0.5000
