T1 P_and_T1 P_or_T1 T2 P_and_T2 P_or_T2
-0.18119060 0.75527062 0.00066376 -0.25372686 0.91953835 0.00013863
-0.18004002 0.75527488 0.00068168 -0.25222611 0.91953868 0.00014318
-0.17888944 0.75527924 0.00070005 -0.25072536 0.91953901 0.00014786
-0.17773887 0.75528370 0.00071887 -0.24922461 0.91953936 0.00015269
-0.17658829 0.75528828 0.00073816 -0.24772386 0.91953972 0.00015767
-0.17543772 0.75529297 0.00075793 -0.24622311 0.91954008 0.00016280
-0.17428714 0.75529778 0.00077818 -0.24472236 0.91954046 0.00016809
-0.17313657 0.75530271 0.00079892 -0.24322161 0.91954085 0.00017354
-0.17198599 0.75530775 0.00082018 -0.24172086 0.91954126 0.00017915
-0.17083542 0.75531292 0.00084196 -0.24022011 0.91954167 0.00018493
-0.16968484 0.75531822 0.00086426 -0.23871936 0.91954210 0.00019088
-0.16853427 0.75532364 0.00088711 -0.23721861 0.91954254 0.00019702
-0.16738369 0.75532919 0.00091051 -0.23571786 0.91954299 0.00020333
-0.16623312 0.75533488 0.00093448 -0.23421711 0.91954346 0.00020984
-0.16508254 0.75534071 0.00095903 -0.23271636 0.91954394 0.00021654
-0.16393197 0.75534668 0.00098416 -0.23121561 0.91954443 0.00022344
-0.16278139 0.75535279 0.00100990 -0.22971486 0.91954494 0.00023054
-0.16163082 0.75535904 0.00103626 -0.22821411 0.91954547 0.00023785
-0.16048024 0.75536545 0.00106325 -0.22671336 0.91954601 0.00024538
-0.15932966 0.75537201 0.00109088 -0.22521261 0.91954657 0.00025314
-0.15817909 0.75537872 0.00111916 -0.22371186 0.91954714 0.00026111
-0.15702851 0.75538560 0.00114812 -0.22221111 0.91954773 0.00026933
-0.15587794 0.75539263 0.00117776 -0.22071036 0.91954833 0.00027778
-0.15472736 0.75539983 0.00120810 -0.21920960 0.91954896 0.00028648
-0.15357679 0.75540721 0.00123916 -0.21770885 0.91954960 0.00029543
-0.15242621 0.75541475 0.00127094 -0.21620810 0.91955026 0.00030465
-0.15127564 0.75542247 0.00130347 -0.21470735 0.91955094 0.00031413
-0.15012506 0.75543037 0.00133676 -0.21320660 0.91955164 0.00032388
-0.14897449 0.75543846 0.00137082 -0.21170585 0.91955236 0.00033391
-0.14782391 0.75544673 0.00140567 -0.21020510 0.91955310 0.00034424
-0.14667334 0.75545520 0.00144133 -0.20870435 0.91955387 0.00035486
-0.14552276 0.75546386 0.00147781 -0.20720360 0.91955465 0.00036578
-0.14437219 0.75547272 0.00151514 -0.20570285 0.91955546 0.00037701
-0.14322161 0.75548178 0.00155332 -0.20420210 0.91955628 0.00038857
-0.14207104 0.75549105 0.00159238 -0.20270135 0.91955714 0.00040045
-0.14092046 0.75550053 0.00163233 -0.20120060 0.91955801 0.00041267
-0.13976988 0.75551023 0.00167319 -0.19969985 0.91955891 0.00042523
-0.13861931 0.75552015 0.00171498 -0.19819910 0.91955984 0.00043815
-0.13746873 0.75553030 0.00175772 -0.19669835 0.91956079 0.00045143
-0.13631816 0.75554067 0.00180143 -0.19519760 0.91956177 0.00046508
-0.13516758 0.75555128 0.00184612 -0.19369685 0.91956278 0.00047911
-0.13401701 0.75556213 0.00189182 -0.19219610 0.91956382 0.00049354
-0.13286643 0.75557322 0.00193854 -0.19069535 0.91956488 0.00050836
-0.13171586 0.75558456 0.00198631 -0.18919460 0.91956597 0.00052360
-0.13056528 0.75559615 0.00203515 -0.18769385 0.91956710 0.00053926
-0.12941471 0.75560800 0.00208507 -0.18619310 0.91956825 0.00055535
-0.12826413 0.75562011 0.00213610 -0.18469235 0.91956944 0.00057188
-0.12711356 0.75563250 0.00218826 -0.18319160 0.91957066 0.00058887
-0.12596298 0.75564515 0.00224157 -0.18169085 0.91957191 0.00060632
-0.12481241 0.75565808 0.00229606 -0.18019010 0.91957320 0.00062425
-0.12366183 0.75567130 0.00235174 -0.17868934 0.91957452 0.00064267
-0.12251126 0.75568481 0.00240865 -0.17718859 0.91957588 0.00066159
-0.12136068 0.75569861 0.00246679 -0.17568784 0.91957727 0.00068102
-0.12021011 0.75571271 0.00252620 -0.17418709 0.91957870 0.00070097
-0.11905953 0.75572712 0.00258691 -0.17268634 0.91958017 0.00072147
-0.11790895 0.75574184 0.00264892 -0.17118559 0.91958168 0.00074251
-0.11675838 0.75575688 0.00271228 -0.16968484 0.91958323 0.00076412
-0.11560780 0.75577225 0.00277700 -0.16818409 0.91958482 0.00078631
-0.11445723 0.75578794 0.00284311 -0.16668334 0.91958646 0.00080909
-0.11330665 0.75580397 0.00291064 -0.16518259 0.91958814 0.00083247
-0.11215608 0.75582034 0.00297961 -0.16368184 0.91958986 0.00085647
-0.11100550 0.75583706 0.00305005 -0.16218109 0.91959163 0.00088111
-0.10985493 0.75585414 0.00312199 -0.16068034 0.91959344 0.00090640
-0.10870435 0.75587157 0.00319544 -0.15917959 0.91959530 0.00093236
-0.10755378 0.75588938 0.00327046 -0.15767884 0.91959722 0.00095899
-0.10640320 0.75590756 0.00334705 -0.15617809 0.91959918 0.00098632
-0.10525263 0.75592612 0.00342524 -0.15467734 0.91960119 0.00101437
-0.10410205 0.75594507 0.00350508 -0.15317659 0.91960325 0.00104315
-0.10295148 0.75596442 0.00358658 -0.15167584 0.91960537 0.00107267
-0.10180090 0.75598417 0.00366978 -0.15017509 0.91960755 0.00110296
-0.10065033 0.75600433 0.00375471 -0.14867434 0.91960977 0.00113402
-0.09949975 0.75602490 0.00384139 -0.14717359 0.91961206 0.00116589
-0.09834917 0.75604590 0.00392987 -0.14567284 0.91961441 0.00119858
-0.09719860 0.75606734 0.00402016 -0.14417209 0.91961681 0.00123210
-0.09604802 0.75608921 0.00411231 -0.14267134 0.91961928 0.00126648
-0.09489745 0.75611153 0.00420634 -0.14117059 0.91962181 0.00130173
-0.09374687 0.75613431 0.00430229 -0.13966983 0.91962440 0.00133788
-0.09259630 0.75615755 0.00440020 -0.13816908 0.91962706 0.00137495
-0.09144572 0.75618126 0.00450008 -0.13666833 0.91962979 0.00141294
-0.09029515 0.75620545 0.00460199 -0.13516758 0.91963258 0.00145190
-0.08914457 0.75623012 0.00470595 -0.13366683 0.91963545 0.00149183
-0.08799400 0.75625530 0.00481200 -0.13216608 0.91963839 0.00153277
-0.08684342 0.75628098 0.00492018 -0.13066533 0.91964140 0.00157472
-0.08569285 0.75630717 0.00503052 -0.12916458 0.91964448 0.00161772
-0.08454227 0.75633388 0.00514305 -0.12766383 0.91964764 0.00166178
-0.08339170 0.75636112 0.00525782 -0.12616308 0.91965088 0.00170694
-0.08224112 0.75638890 0.00537486 -0.12466233 0.91965420 0.00175321
-0.08109055 0.75641724 0.00549422 -0.12316158 0.91965760 0.00180061
-0.07993997 0.75644612 0.00561592 -0.12166083 0.91966109 0.00184918
-0.07878939 0.75647558 0.00574001 -0.12016008 0.91966466 0.00189894
-0.07763882 0.75650561 0.00586652 -0.11865933 0.91966832 0.00194991
-0.07648824 0.75653623 0.00599551 -0.11715858 0.91967206 0.00200213
-0.07533767 0.75656744 0.00612700 -0.11565783 0.91967590 0.00205560
-0.07418709 0.75659926 0.00626103 -0.11415708 0.91967983 0.00211037
-0.07303652 0.75663169 0.00639766 -0.11265633 0.91968385 0.00216646
-0.07188594 0.75666474 0.00653692 -0.11115558 0.91968798 0.00222390
-0.07073537 0.75669843 0.00667885 -0.10965483 0.91969220 0.00228271
-0.06958479 0.75673277 0.00682350 -0.10815408 0.91969652 0.00234293
-0.06843422 0.75676776 0.00697091 -0.10665333 0.91970094 0.00240458
-0.06728364 0.75680342 0.00712112 -0.10515258 0.91970547 0.00246770
-0.06613307 0.75683975 0.00727418 -0.10365183 0.91971010 0.00253231
-0.06498249 0.75687677 0.00743014 -0.10215108 0.91971485 0.00259845
-0.06383192 0.75691448 0.00758903 -0.10065033 0.91971971 0.00266614
-0.06268134 0.75695291 0.00775090 -0.09914957 0.91972468 0.00273542
-0.06153077 0.75699205 0.00791581 -0.09764882 0.91972976 0.00280632
-0.06038019 0.75703193 0.00808379 -0.09614807 0.91973497 0.00287887
-0.05922961 0.75707254 0.00825490 -0.09464732 0.91974030 0.00295311
-0.05807904 0.75711391 0.00842917 -0.09314657 0.91974575 0.00302907
-0.05692846 0.75715604 0.00860667 -0.09164582 0.91975132 0.00310679
-0.05577789 0.75719895 0.00878744 -0.09014507 0.91975703 0.00318630
-0.05462731 0.75724265 0.00897153 -0.08864432 0.91976286 0.00326763
-0.05347674 0.75728715 0.00915899 -0.08714357 0.91976883 0.00335082
-0.05232616 0.75733246 0.00934986 -0.08564282 0.91977494 0.00343591
-0.05117559 0.75737859 0.00954421 -0.08414207 0.91978118 0.00352294
-0.05002501 0.75742556 0.00974207 -0.08264132 0.91978757 0.00361194
-0.04887444 0.75747337 0.00994351 -0.08114057 0.91979410 0.00370296
-0.04772386 0.75752205 0.01014858 -0.07963982 0.91980077 0.00379602
-0.04657329 0.75757160 0.01035733 -0.07813907 0.91980760 0.00389118
-0.04542271 0.75762204 0.01056980 -0.07663832 0.91981458 0.00398846
-0.04427214 0.75767337 0.01078607 -0.07513757 0.91982172 0.00408792
-0.04312156 0.75772562 0.01100617 -0.07363682 0.91982901 0.00418959
-0.04197099 0.75777879 0.01123018 -0.07213607 0.91983647 0.00429352
-0.04082041 0.75783290 0.01145813 -0.07063532 0.91984409 0.00439975
-0.03966983 0.75788796 0.01169009 -0.06913457 0.91985188 0.00450831
-0.03851926 0.75794399 0.01192612 -0.06763382 0.91985984 0.00461926
-0.03736868 0.75800099 0.01216626 -0.06613307 0.91986797 0.00473264
-0.03621811 0.75805899 0.01241059 -0.06463232 0.91987628 0.00484850
-0.03506753 0.75811799 0.01265915 -0.06313157 0.91988478 0.00496687
-0.03391696 0.75817801 0.01291201 -0.06163082 0.91989345 0.00508781
-0.03276638 0.75823906 0.01316922 -0.06013007 0.91990232 0.00521137
-0.03161581 0.75830117 0.01343085 -0.05862931 0.91991137 0.00533758
-0.03046523 0.75836433 0.01369695 -0.05712856 0.91992062 0.00546651
-0.02931466 0.75842857 0.01396758 -0.05562781 0.91993007 0.00559820
-0.02816408 0.75849391 0.01424282 -0.05412706 0.91993972 0.00573269
-0.02701351 0.75856034 0.01452271 -0.05262631 0.91994957 0.00587005
-0.02586293 0.75862790 0.01480732 -0.05112556 0.91995963 0.00601031
-0.02471236 0.75869660 0.01509671 -0.04962481 0.91996991 0.00615354
-0.02356178 0.75876644 0.01539095 -0.04812406 0.91998040 0.00629977
-0.02241121 0.75883745 0.01569009 -0.04662331 0.91999111 0.00644908
-0.02126063 0.75890964 0.01599421 -0.04512256 0.92000205 0.00660151
-0.02011006 0.75898302 0.01630337 -0.04362181 0.92001321 0.00675711
-0.01895948 0.75905762 0.01661763 -0.04212106 0.92002460 0.00691595
-0.01780890 0.75913344 0.01693706 -0.04062031 0.92003623 0.00707807
-0.01665833 0.75921051 0.01726172 -0.03911956 0.92004810 0.00724353
-0.01550775 0.75928883 0.01759168 -0.03761881 0.92006022 0.00741239
-0.01435718 0.75936843 0.01792700 -0.03611806 0.92007258 0.00758471
-0.01320660 0.75944931 0.01826777 -0.03461731 0.92008519 0.00776055
-0.01205603 0.75953151 0.01861403 -0.03311656 0.92009806 0.00793996
-0.01090545 0.75961502 0.01896586 -0.03161581 0.92011120 0.00812301
-0.00975488 0.75969988 0.01932333 -0.03011506 0.92012459 0.00830975
-0.00860430 0.75978608 0.01968651 -0.02861431 0.92013826 0.00850025
-0.00745373 0.75987366 0.02005547 -0.02711356 0.92015220 0.00869458
-0.00630315 0.75996263 0.02043027 -0.02561281 0.92016641 0.00889278
-0.00515258 0.76005300 0.02081099 -0.02411206 0.92018092 0.00909493
-0.00400200 0.76014480 0.02119769 -0.02261131 0.92019570 0.00930109
-0.00285143 0.76023803 0.02159046 -0.02111056 0.92021078 0.00951133
-0.00170085 0.76033271 0.02198935 -0.01960980 0.92022616 0.00972571
-0.00055028 0.76042887 0.02239445 -0.01810905 0.92024184 0.00994429
0.00060030 0.76052652 0.02280582 -0.01660830 0.92025783 0.01016715
0.00175088 0.76062567 0.02322353 -0.01510755 0.92027412 0.01039435
0.00290145 0.76072635 0.02364767 -0.01360680 0.92029074 0.01062596
0.00405203 0.76082857 0.02407830 -0.01210605 0.92030767 0.01086206
0.00520260 0.76093235 0.02451550 -0.01060530 0.92032493 0.01110270
0.00635318 0.76103770 0.02495933 -0.00910455 0.92034252 0.01134796
0.00750375 0.76114465 0.02540988 -0.00760380 0.92036045 0.01159792
0.00865433 0.76125321 0.02586723 -0.00610305 0.92037872 0.01185263
0.00980490 0.76136340 0.02633143 -0.00460230 0.92039734 0.01211219
0.01095548 0.76147524 0.02680258 -0.00310155 0.92041631 0.01237665
0.01210605 0.76158874 0.02728074 -0.00160080 0.92043563 0.01264610
0.01325663 0.76170392 0.02776599 -0.00010005 0.92045532 0.01292061
0.01440720 0.76182081 0.02825841 0.00140070 0.92047538 0.01320026
0.01555778 0.76193942 0.02875808 0.00290145 0.92049581 0.01348511
0.01670835 0.76205976 0.02926506 0.00440220 0.92051662 0.01377525
0.01785893 0.76218186 0.02977945 0.00590295 0.92053781 0.01407076
0.01900950 0.76230574 0.03030131 0.00740370 0.92055940 0.01437171
0.02016008 0.76243140 0.03083072 0.00890445 0.92058138 0.01467819
0.02131066 0.76255888 0.03136776 0.01040520 0.92060376 0.01499027
0.02246123 0.76268819 0.03191251 0.01190595 0.92062655 0.01530803
0.02361181 0.76281935 0.03246505 0.01340670 0.92064975 0.01563155
0.02476238 0.76295237 0.03302545 0.01490745 0.92067337 0.01596092
0.02591296 0.76308728 0.03359379 0.01640820 0.92069742 0.01629622
0.02706353 0.76322409 0.03417016 0.01790895 0.92072189 0.01663752
0.02821411 0.76336283 0.03475462 0.01940970 0.92074681 0.01698492
0.02936468 0.76350351 0.03534727 0.02091046 0.92077216 0.01733850
0.03051526 0.76364614 0.03594818 0.02241121 0.92079797 0.01769835
0.03166583 0.76379076 0.03655742 0.02391196 0.92082423 0.01806454
0.03281641 0.76393738 0.03717508 0.02541271 0.92085095 0.01843717
0.03396698 0.76408601 0.03780124 0.02691346 0.92087814 0.01881632
0.03511756 0.76423668 0.03843597 0.02841421 0.92090580 0.01920208
0.03626813 0.76438940 0.03907937 0.02991496 0.92093394 0.01959453
0.03741871 0.76454420 0.03973149 0.03141571 0.92096257 0.01999377
0.03856928 0.76470108 0.04039243 0.03291646 0.92099169 0.02039989
0.03971986 0.76486009 0.04106227 0.03441721 0.92102131 0.02081297
0.04087044 0.76502122 0.04174108 0.03591796 0.92105143 0.02123310
0.04202101 0.76518450 0.04242895 0.03741871 0.92108207 0.02166038
0.04317159 0.76534994 0.04312595 0.03891946 0.92111322 0.02209489
0.04432216 0.76551758 0.04383217 0.04042021 0.92114490 0.02253674
0.04547274 0.76568742 0.04454768 0.04192096 0.92117711 0.02298600
0.04662331 0.76585949 0.04527256 0.04342171 0.92120986 0.02344278
0.04777389 0.76603380 0.04600690 0.04492246 0.92124316 0.02390717
0.04892446 0.76621037 0.04675077 0.04642321 0.92127700 0.02437925
0.05007504 0.76638923 0.04750425 0.04792396 0.92131141 0.02485913
0.05122561 0.76657038 0.04826742 0.04942471 0.92134638 0.02534691
0.05237619 0.76675386 0.04904036 0.05092546 0.92138192 0.02584266
0.05352676 0.76693967 0.04982316 0.05242621 0.92141804 0.02634650
0.05467734 0.76712784 0.05061588 0.05392696 0.92145474 0.02685851
0.05582791 0.76731839 0.05141861 0.05542771 0.92149204 0.02737880
0.05697849 0.76751133 0.05223142 0.05692846 0.92152993 0.02790746
0.05812906 0.76770668 0.05305440 0.05842921 0.92156844 0.02844459
0.05927964 0.76790446 0.05388762 0.05992996 0.92160755 0.02899028
0.06043022 0.76810469 0.05473117 0.06143072 0.92164729 0.02954464
0.06158079 0.76830739 0.05558510 0.06293147 0.92168765 0.03010776
0.06273137 0.76851258 0.05644952 0.06443222 0.92172865 0.03067973
0.06388194 0.76872027 0.05732448 0.06593297 0.92177029 0.03126067
0.06503252 0.76893049 0.05821008 0.06743372 0.92181257 0.03185067
0.06618309 0.76914325 0.05910638 0.06893447 0.92185552 0.03244983
0.06733367 0.76935856 0.06001346 0.07043522 0.92189912 0.03305824
0.06848424 0.76957645 0.06093139 0.07193597 0.92194340 0.03367602
0.06963482 0.76979694 0.06186026 0.07343672 0.92198835 0.03430325
0.07078539 0.77002004 0.06280014 0.07493747 0.92203398 0.03494004
0.07193597 0.77024577 0.06375109 0.07643822 0.92208031 0.03558650
0.07308654 0.77047415 0.06471321 0.07793897 0.92212733 0.03624271
0.07423712 0.77070519 0.06568655 0.07943972 0.92217506 0.03690879
0.07538769 0.77093892 0.06667119 0.08094047 0.92222350 0.03758483
0.07653827 0.77117534 0.06766721 0.08244122 0.92227267 0.03827094
0.07768884 0.77141449 0.06867467 0.08394197 0.92232255 0.03896721
0.07883942 0.77165637 0.06969366 0.08544272 0.92237318 0.03967375
0.07998999 0.77190099 0.07072423 0.08694347 0.92242454 0.04039066
0.08114057 0.77214839 0.07176646 0.08844422 0.92247666 0.04111805
0.08229115 0.77239857 0.07282042 0.08994497 0.92252952 0.04185600
0.08344172 0.77265155 0.07388619 0.09144572 0.92258316 0.04260463
0.08459230 0.77290735 0.07496382 0.09294647 0.92263756 0.04336404
0.08574287 0.77316598 0.07605338 0.09444722 0.92269274 0.04413432
0.08689345 0.77342746 0.07715495 0.09594797 0.92274870 0.04491558
0.08804402 0.77369181 0.07826859 0.09744872 0.92280546 0.04570793
0.08919460 0.77395904 0.07939436 0.09894947 0.92286301 0.04651145
0.09034517 0.77422916 0.08053234 0.10045023 0.92292137 0.04732626
0.09149575 0.77450220 0.08168258 0.10195098 0.92298055 0.04815245
0.09264632 0.77477816 0.08284515 0.10345173 0.92304054 0.04899013
0.09379690 0.77505706 0.08402011 0.10495248 0.92310136 0.04983939
0.09494747 0.77533892 0.08520753 0.10645323 0.92316302 0.05070034
0.09609805 0.77562375 0.08640747 0.10795398 0.92322552 0.05157308
0.09724862 0.77591157 0.08761998 0.10945473 0.92328886 0.05245770
0.09839920 0.77620238 0.08884513 0.11095548 0.92335306 0.05335431
0.09954977 0.77649621 0.09008298 0.11245623 0.92341813 0.05426300
0.10070035 0.77679307 0.09133357 0.11395698 0.92348406 0.05518388
0.10185093 0.77709297 0.09259698 0.11545773 0.92355087 0.05611703
0.10300150 0.77739592 0.09387326 0.11695848 0.92361856 0.05706257
0.10415208 0.77770194 0.09516246 0.11845923 0.92368715 0.05802059
0.10530265 0.77801103 0.09646463 0.11995998 0.92375663 0.05899118
0.10645323 0.77832323 0.09777983 0.12146073 0.92382701 0.05997444
0.10760380 0.77863852 0.09910812 0.12296148 0.92389830 0.06097047
0.10875438 0.77895694 0.10044953 0.12446223 0.92397051 0.06197936
0.10990495 0.77927848 0.10180413 0.12596298 0.92404365 0.06300122
0.11105553 0.77960317 0.10317197 0.12746373 0.92411771 0.06403612
0.11220610 0.77993100 0.10455308 0.12896448 0.92419271 0.06508417
0.11335668 0.78026200 0.10594752 0.13046523 0.92426866 0.06614547
0.11450725 0.78059618 0.10735533 0.13196598 0.92434555 0.06722009
0.11565783 0.78093354 0.10877656 0.13346673 0.92442340 0.06830814
0.11680840 0.78127409 0.11021125 0.13496748 0.92450221 0.06940971
0.11795898 0.78161785 0.11165944 0.13646823 0.92458199 0.07052488
0.11910955 0.78196483 0.11312118 0.13796898 0.92466275 0.07165375
0.12026013 0.78231502 0.11459650 0.13946973 0.92474448 0.07279640
0.12141071 0.78266846 0.11608544 0.14097049 0.92482721 0.07395293
0.12256128 0.78302513 0.11758804 0.14247124 0.92491092 0.07512341
0.12371186 0.78338506 0.11910434 0.14397199 0.92499564 0.07630794
0.12486243 0.78374824 0.12063437 0.14547274 0.92508136 0.07750660
0.12601301 0.78411470 0.12217817 0.14697349 0.92516809 0.07871948
0.12716358 0.78448442 0.12373576 0.14847424 0.92525583 0.07994666
0.12831416 0.78485743 0.12530718 0.14997499 0.92534460 0.08118821
0.12946473 0.78523373 0.12689245 0.15147574 0.92543440 0.08244423
0.13061531 0.78561333 0.12849161 0.15297649 0.92552522 0.08371479
0.13176588 0.78599622 0.13010468 0.15447724 0.92561709 0.08499997
0.13291646 0.78638243 0.13173169 0.15597799 0.92571000 0.08629985
0.13406703 0.78677195 0.13337266 0.15747874 0.92580395 0.08761450
0.13521761 0.78716479 0.13502761 0.15897949 0.92589896 0.08894401
0.13636818 0.78756095 0.13669657 0.16048024 0.92599503 0.09028844
0.13751876 0.78796044 0.13837955 0.16198099 0.92609216 0.09164787
0.13866933 0.78836327 0.14007657 0.16348174 0.92619036 0.09302237
0.13981991 0.78876943 0.14178765 0.16498249 0.92628964 0.09441201
0.14097049 0.78917893 0.14351281 0.16648324 0.92638999 0.09581686
0.14212106 0.78959177 0.14525205 0.16798399 0.92649142 0.09723699
0.14327164 0.79000797 0.14700538 0.16948474 0.92659393 0.09867246
0.14442221 0.79042751 0.14877283 0.17098549 0.92669754 0.10012335
0.14557279 0.79085040 0.15055439 0.17248624 0.92680224 0.10158970
0.14672336 0.79127664 0.15235008 0.17398699 0.92690804 0.10307159
0.14787394 0.79170624 0.15415990 0.17548774 0.92701494 0.10456907
0.14902451 0.79213919 0.15598385 0.17698849 0.92712295 0.10608221
0.15017509 0.79257550 0.15782194 0.17848924 0.92723206 0.10761105
0.15132566 0.79301517 0.15967417 0.17998999 0.92734229 0.10915567
0.15247624 0.79345819 0.16154053 0.18149075 0.92745364 0.11071610
0.15362681 0.79390456 0.16342102 0.18299150 0.92756610 0.11229241
0.15477739 0.79435429 0.16531564 0.18449225 0.92767969 0.11388464
0.15592796 0.79480737 0.16722439 0.18599300 0.92779440 0.11549285
0.15707854 0.79526380 0.16914724 0.18749375 0.92791024 0.11711708
0.15822911 0.79572358 0.17108421 0.18899450 0.92802721 0.11875737
0.15937969 0.79618670 0.17303526 0.19049525 0.92814531 0.12041377
0.16053027 0.79665317 0.17500040 0.19199600 0.92826455 0.12208632
0.16168084 0.79712297 0.17697960 0.19349675 0.92838492 0.12377507
0.16283142 0.79759611 0.17897285 0.19499750 0.92850644 0.12548005
0.16398199 0.79807258 0.18098013 0.19649825 0.92862910 0.12720129
0.16513257 0.79855238 0.18300142 0.19799900 0.92875290 0.12893883
0.16628314 0.79903549 0.18503670 0.19949975 0.92887785 0.13069271
0.16743372 0.79952192 0.18708595 0.20100050 0.92900394 0.13246295
0.16858429 0.80001166 0.18914913 0.20250125 0.92913118 0.13424958
0.16973487 0.80050470 0.19122622 0.20400200 0.92925956 0.13605263
0.17088544 0.80100103 0.19331720 0.20550275 0.92938910 0.13787212
0.17203602 0.80150066 0.19542203 0.20700350 0.92951979 0.13970808
0.17318659 0.80200356 0.19754067 0.20850425 0.92965163 0.14156053
0.17433717 0.80250974 0.19967310 0.21000500 0.92978462 0.14342947
0.17548774 0.80301917 0.20181928 0.21150575 0.92991876 0.14531494
0.17663832 0.80353187 0.20397917 0.21300650 0.93005405 0.14721694
0.17778889 0.80404780 0.20615272 0.21450725 0.93019050 0.14913549
0.17893947 0.80456697 0.20833990 0.21600800 0.93032809 0.15107059
0.18009005 0.80508936 0.21054066 0.21750875 0.93046684 0.15302225
0.18124062 0.80561497 0.21275496 0.21900950 0.93060673 0.15499047
0.18239120 0.80614378 0.21498274 0.22051026 0.93074777 0.15697527
0.18354177 0.80667578 0.21722397 0.22201101 0.93088996 0.15897664
0.18469235 0.80721095 0.21947858 0.22351176 0.93103330 0.16099457
0.18584292 0.80774929 0.22174652 0.22501251 0.93117778 0.16302906
0.18699350 0.80829078 0.22402775 0.22651326 0.93132341 0.16508012
0.18814407 0.80883541 0.22632219 0.22801401 0.93147018 0.16714772
0.18929465 0.80938317 0.22862979 0.22951476 0.93161808 0.16923185
0.19044522 0.80993403 0.23095050 0.23101551 0.93176712 0.17133251
0.19159580 0.81048798 0.23328424 0.23251626 0.93191730 0.17344967
0.19274637 0.81104502 0.23563096 0.23401701 0.93206861 0.17558332
0.19389695 0.81160512 0.23799058 0.23551776 0.93222104 0.17773343
0.19504752 0.81216826 0.24036304 0.23701851 0.93237461 0.17989999
0.19619810 0.81273444 0.24274827 0.23851926 0.93252929 0.18208297
0.19734867 0.81330363 0.24514619 0.24002001 0.93268509 0.18428233
0.19849925 0.81387581 0.24755673 0.24152076 0.93284201 0.18649805
0.19964982 0.81445097 0.24997981 0.24302151 0.93300004 0.18873009
0.20080040 0.81502909 0.25241536 0.24452226 0.93315918 0.19097842
0.20195098 0.81561015 0.25486330 0.24602301 0.93331941 0.19324300
0.20310155 0.81619413 0.25732354 0.24752376 0.93348075 0.19552378
0.20425213 0.81678101 0.25979601 0.24902451 0.93364318 0.19782073
0.20540270 0.81737077 0.26228060 0.25052526 0.93380669 0.20013380
0.20655328 0.81796339 0.26477725 0.25202601 0.93397129 0.20246293
0.20770385 0.81855884 0.26728585 0.25352676 0.93413696 0.20480808
0.20885443 0.81915711 0.26980633 0.25502751 0.93430371 0.20716920
0.21000500 0.81975818 0.27233857 0.25652826 0.93447152 0.20954622
0.21115558 0.82036202 0.27488250 0.25802901 0.93464038 0.21193909
0.21230615 0.82096861 0.27743801 0.25952976 0.93481030 0.21434774
0.21345673 0.82157792 0.28000501 0.26103052 0.93498127 0.21677211
0.21460730 0.82218993 0.28258339 0.26253127 0.93515327 0.21921214
0.21575788 0.82280462 0.28517306 0.26403202 0.93532630 0.22166775
0.21690845 0.82342197 0.28777390 0.26553277 0.93550036 0.22413887
0.21805903 0.82404194 0.29038582 0.26703352 0.93567543 0.22662543
0.21920960 0.82466452 0.29300871 0.26853427 0.93585151 0.22912735
0.22036018 0.82528967 0.29564245 0.27003502 0.93602858 0.23164455
0.22151076 0.82591737 0.29828695 0.27153577 0.93620665 0.23417694
0.22266133 0.82654759 0.30094208 0.27303652 0.93638571 0.23672445
0.22381191 0.82718031 0.30360773 0.27453727 0.93656573 0.23928697
0.22496248 0.82781550 0.30628378 0.27603802 0.93674672 0.24186443
0.22611306 0.82845313 0.30897012 0.27753877 0.93692866 0.24445673
0.22726363 0.82909317 0.31166663 0.27903952 0.93711155 0.24706377
0.22841421 0.82973559 0.31437319 0.28054027 0.93729537 0.24968545
0.22956478 0.83038037 0.31708968 0.28204102 0.93748012 0.25232168
0.23071536 0.83102747 0.31981597 0.28354177 0.93766578 0.25497235
0.23186593 0.83167687 0.32255193 0.28504252 0.93785235 0.25763735
0.23301651 0.83232853 0.32529744 0.28654327 0.93803981 0.26031657
0.23416708 0.83298243 0.32805238 0.28804402 0.93822815 0.26300991
0.23531766 0.83363853 0.33081660 0.28954477 0.93841736 0.26571724
0.23646823 0.83429680 0.33358998 0.29104552 0.93860742 0.26843846
0.23761881 0.83495721 0.33637238 0.29254627 0.93879834 0.27117344
0.23876938 0.83561973 0.33916368 0.29404702 0.93899008 0.27392207
0.23991996 0.83628433 0.34196373 0.29554777 0.93918265 0.27668421
0.24107054 0.83695096 0.34477239 0.29704852 0.93937603 0.27945974
0.24222111 0.83761961 0.34758953 0.29854927 0.93957020 0.28224853
0.24337169 0.83829023 0.35041500 0.30005003 0.93976515 0.28505045
0.24452226 0.83896280 0.35324867 0.30155078 0.93996087 0.28786537
0.24567284 0.83963727 0.35609039 0.30305153 0.94015735 0.29069315
0.24682341 0.84031361 0.35894001 0.30455228 0.94035457 0.29353365
0.24797399 0.84099179 0.36179739 0.30605303 0.94055251 0.29638673
0.24912456 0.84167178 0.36466239 0.30755378 0.94075116 0.29925224
0.25027514 0.84235353 0.36753484 0.30905453 0.94095052 0.30213005
0.25142571 0.84303702 0.37041461 0.31055528 0.94115055 0.30501999
0.25257629 0.84372220 0.37330154 0.31205603 0.94135125 0.30792193
