T P_and P_or
94.000000 0.026877 0.753162
94.100000 0.026317 0.753096
94.200000 0.025758 0.753030
94.300000 0.025198 0.752964
94.400000 0.024638 0.752899
94.500000 0.024079 0.752833
94.600000 0.023519 0.752767
94.700000 0.022960 0.752701
94.800000 0.022400 0.752635
94.900000 0.021841 0.752569
95.000000 0.021281 0.752504
95.100000 0.020721 0.752438
95.200000 0.020162 0.752372
95.300000 0.019602 0.752306
95.400000 0.019043 0.752240
95.500000 0.018483 0.752174
95.600000 0.017924 0.752109
95.700000 0.017364 0.752043
95.800000 0.016804 0.751977
95.900000 0.016245 0.751911
96.000000 0.015685 0.751845
96.100000 0.015126 0.751780
96.200000 0.014566 0.751714
96.300000 0.014007 0.751648
96.400000 0.013447 0.751582
96.500000 0.012888 0.751516
96.600000 0.012328 0.751450
96.700000 0.011768 0.751385
96.800000 0.011209 0.751319
96.900000 0.010649 0.751253
97.000000 0.010090 0.751187
97.100000 0.009530 0.751121
97.200000 0.008971 0.751055
97.300000 0.008411 0.750990
97.400000 0.007851 0.750924
97.500000 0.007292 0.750858
97.600000 0.006732 0.750792
97.700000 0.006173 0.750726
97.800000 0.005613 0.750660
97.900000 0.005054 0.750595
98.000000 0.004495 0.750529
98.100000 0.003936 0.750463
98.200000 0.003380 0.750398
98.300000 0.002829 0.750333
98.400000 0.002287 0.750269
98.500000 0.001765 0.750208
98.600000 0.001273 0.750150
98.700000 0.000826 0.750097
98.800000 0.000438 0.750052
98.900000 0.000121 0.750014
99.000000 0.000000 0.750000
